haussmann,ascenseur,orientation_sud,WC_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,surface,coordonnee_x,coordonne_y,arrondissement,etage,nombre_etages,nombre_pieces,nombre_salles_de_bains,nombre_WC,nombre_chambres,date_refection,charges,nombre_fenetres,surface_balcon,date_construction,hauteur_plafond,taxe_fonciere,date_ravalement,honoraires,terrasse_surface,piscine_taille,classification_energie,prix
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,95,,,3,,,5,,,3,,,,,,,,,,,,,720000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,37,,,3,2,,,,,,,,,,,,,,,,,,460000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,3,1,,,,,,,,,,,,,,,,,,395000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,92,,,3,,,3,1,,2,,,,,,,,,,,,,1400000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,26,,,3,,,,,,,,,,,,,,,,,,,367000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,76,,,3,,,2,,,,,,,,,,,,,,,,1250000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,72,,,3,,,3,,,2,,,,,,,,,,,,,830000
,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,1,,,,63,,,3,,,3,,,2,,,,,,,,,,,,,970000
,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,85,,,3,,,4,,,3,,,,,,,,,,,,,848000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,84,,,3,,,4,2,,2,,,,,,,,,,,,,1050000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,87,,,3,,,5,,,3,,,,,,,,,,,,,860000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,99,,,3,,,4,,,3,,,,,,,,,,,,,990000
,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,107,,,3,1,,5,,,3,,,,,,,,,,,,,1210000
,1,,,,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,1,,,1,30,,,3,4,,,,,,,,2,,,,,,,,,,429000
,1,,,,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,50,,,3,5,,2,,,,,,,,,,,,,,,,598000
,,,,1,1,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,45,,,3,,,3,,,,,,,,,,,,,,,,920000
,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,,,,,,,,,,1,,,,,,,1,,,,40,,,3,3,,5,,2,2,,,,,,,,,,,,,1200000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,,,86,,,3,,,4,,,,,,,,,,,,,,,,805000
,,,,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,,,,,1,1,,1,,,,1,,,,90,,,3,,,3,,,,,,,,,,,,,,,,1200000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,1,,,,89,,,3,2,,3,,,,,,,,,,,,,,,,1250000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,11,,,3,,,,,,,,,,,,,,,,,,,118000
,1,,,,1,,,,1,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,109,,,3,2,,4,,,2,,,,,,,,,,,,,1166000
1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,171,,,3,,,6,,,4,,,,,,,,,,,,,1760000
,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,125,,,3,,,5,,,2,,,,,,,,,,,,,1365000
,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,85,,,3,2,,4,,,2,,,,,,,,,,,,,998000
,1,,,,1,,,1,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,95,,,3,,,3,,,,,,,,,,,,,,,,920000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,28,,,3,1,,2,,,,,,,,,,,,,,,,300000
,,,,,1,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,47,,,3,,,3,,,,,,,,,,,,,,,,478000
,,,,1,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,50,,,3,,,3,,,2,,,,,,,,,,,,,542000
,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,64,,,3,5,,3,,,1,,,,,,,,,,,,,840000
,1,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,1,,,,1,,,,1,,,,,,,,,,1,1,,1,,,,,,,,122,,,3,4,,6,,,,,,,,,,,,,,,,1300000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,40,,,3,3,,2,,,,,,,,,,,,,,,,355000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,44,,,3,,,2,,,,,,,,,,,,,,,,495000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,42,,,3,,,2,,,,,,,,,,,,,,,,430000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,,55,,,3,,,2,,,2,,,,,,,,,,,,,540000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,,,,1,,1,1,,1,,,,,,,,56,,,3,5,,2,,,,,,,,,,,,,,,,840000
,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,1,,,,,,1,,,,40,,,3,2,,4,,,2,,,,,,,,,,,,,1166000
,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,44,,,3,,,2,,,,,,,,,,,,,,,,650000
,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,52,,,3,,,2,,,,,,,,,,,,,,,,530000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,53,,,3,3,,3,,,,,,,,,,,,,,,,550000
,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,105,,,3,,,2,,,,,,,,,,,,,,,,1050000
,1,,1,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,,,,,,,,,90,,,3,3,,3,,,2,,,,,,,,,,,,,1165000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,47,,,3,2,,2,,,,,,,,,,,,,,,,630000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,35,,,3,5,,2,,,,,,,,,,,,,,,,470000
,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,115,,,3,2,,4,,,3,,,,,,,,,,,,,1250000
,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,150,,,3,1,,5,,,,,,,,,,,,,,,,1300000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,37,,,3,,,3,,,,,,,,,,,,,,,,220000
,1,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,51,,,3,,,3,,,2,,,,,,,,,,,,,652000
,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,1,32,,,3,2,,2,,,,,,,,,,,,,,,,884000
,1,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,104,,,3,3,,4,,,,,,,,,3,,,,,,,1120000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,,1,1,1,,,,,1,,,,43,,,3,4,,2,,,,,,,,,,,,,,,,480000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,39,,,3,,,2,,,,,,,,,,,,,,,,398000
,1,,1,1,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,67,,,3,4,,3,,,2,,,,,,,,,,,,,779000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,176,,,3,,,5,,,,,,,,,,,,,,,,1268000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,1,1,,1,,,,1,,,,107,,,3,,,4,,,2,,,,,,,,,,,,,935000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,19,,,3,2,,,,,,,,,,,,,,,,,,150000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,15,,,3,,,2,,,,,,,,,,,,,,,,650000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,,167,,,3,,,3,,2,2,,,,,,,,,,,,,1550000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,1,,,,,,,1,,,,50,,,3,4,,2,,,,,,,,,,,,,,,,488000
,,,1,,1,,,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,76,,,3,3,,3,,,2,,,,,,,,,,,,,860000
,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,,,3,,,,,,,,,,,,,,,,,,,166000
,1,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,101,,,3,,,7,,,4,,,,,,,,,,,,,1070000
,,,,,1,,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,1,,,,,,,1,,,,45,,,3,,,2,,,,,,,,,,,,,,,,672000
,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,124,,,3,,,5,,,3,,,,,,,,,,,,,1400000
,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,42,,,3,,,2,,,,,,,,,,,,,,,,420000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,50,,,3,,,5,,,,,,,,,,,,,,,,1340000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,1,,,1,,,1,35,,,3,5,,2,,,,,,,,,,,,,,,,470000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,30,,,3,1,,,,,,,,,,,,,,,,,,320000
,1,,,,1,,,,1,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,1,,,,85,,,3,2,,4,,,2,,,,,,,,,,,,,1024000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,41,,,3,1,,2,,,,,,,,,,,,,,,,460000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,1,1,,,35,,,3,4,,2,,,,,,,,,,,,,,,,430000
1,1,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,1,1,,,,,,1,,,,86,,,3,2,,3,,,2,,,,,,,,,,,,,1004000
,,,,,1,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,29,,,3,,,2,,,1,,,,,,,,,,,,,630000
,1,,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,10,,,3,5,,2,,,,,,,,,,,,,,,,730000
,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,93,,,3,,,4,,,,,,,,,,,,,,,,1352000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,57,,,3,,,3,,,2,,,,,,,,,,,,,540000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,3,,,,,,,,,,,,,,,,,,,99000
,1,,,,1,,,,,,,,,,,1,,,,1,,,,,,1,,1,,,1,,,,1,,1,,,,,,,,,1,1,,,,,,,,,,95,,,3,2,,5,,,2,,,,,,,,,,,,,950000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,74,,,3,3,,4,,,2,,,,,,,,,,,,,860000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,1,,,,1,,,,88,,,3,3,,5,,,3,,,,,,,,,,,,,910000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,57,,,3,,,2,,,,,,,,,,,,,,,,650000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,148,,,3,,,4,,,,,,,,,,,,,,,,1800000
,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,53,,,3,2,,2,,,,,,,,,,,,,,,,553000
,1,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,1,,,1,,,1,,,,52,,,3,6,,3,,,,,,,,,,,,,,,,550000
,,,,1,1,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,78,,,3,,,3,,,,,,,,,,,,,,,,880000
,1,,,,1,,,,,,,,,,,1,,,1,1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,1,,1,1,,,,,,,43,,,3,,,2,,,,,,,,,,,,,,,,600000
,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,102,,,3,,,4,,,2,,,,,,,,,,,,,935000
,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,45,,,3,,,2,,,,,,,,,,,,,,,,450000
,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,1,,,,87,,,3,3,,4,,,3,,,,,,,,,,,,,898000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,36,,,3,,,3,,,,,,,,,,,,,,,,650000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,148,,,3,2,,7,2,,5,,,,,,,,,,,,,1980000
,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,22,,,3,3,,,,,,,,,,,,,,,,,,220000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,140,,,3,2,,6,,,4,,,,,,,,,,,,,1350000
,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,30,,,3,,,,,,,,,,,,,,,,,,,650000
,1,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,1,,,,,,1,,,,127,,,3,1,,5,2,,3,,,,,,,,,,,,,1200000
1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,,,,1,,,1,1,,,,,,1,,,,170,,,3,,,5,,,3,,,,,,,,,,,,,1700000
,,,,1,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,20,,,3,,,2,,,,,,,,,,,,,,,,225000
,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,32,,,3,2,,2,,,,,,,,,,,,,,,,277000
,,,,1,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,19,,,3,,,,,,,,,,,,,,,,,,,184000
,,,1,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,36,,,3,3,,,,,,,,,,,,,,,,,,370000
,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,55,,,3,2,,2,,,,,,,,,,,,,,,,630000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,39,,,3,,,2,,,,,,,,,,,,,,,,460000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,107,,,3,,,4,,,,,,,,,,,,,,,,935000
,1,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,105,,,3,,,4,,,,,,,,,,,,,,,,1128000
,,,,1,1,,,,1,,,,,,,,,,1,1,,,,,,,,1,,,1,,,,1,,,,,,,,,,,1,,,1,,,,1,,,,48,,,3,4,,3,,,,,,,,,,,,,,,,605000
,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,27,,,3,,,2,,,,,,,,,,,,,,,,735000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,76,,,3,2,,3,,,2,,,,,,,,,,,,,820000
,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,,,90,,,3,3,,3,,,,,,,,,,,,,,,,870000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,5,,,3,1,,3,,,2,,,,,,,,,,,,,815000
,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,30,,,3,,,,,,,,,,,,,,,,,,,250000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,61,,,3,,,3,,,2,,,,,,,,,,,,,650000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,57,,,3,,,2,,,,,,,,,,,,,,,,650000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,45,,,3,,,3,,,,,,,,,,,,,,,,510000
,1,,,,1,,,,1,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,84,,,3,,,2,,,,,,,,,,,,,,,,740000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,3,,,,,,,,,,,,,,,,,,,370000
1,1,,,,,,,,1,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,140,,,3,,,5,,,3,,,,,,,,,,,,,1590000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,55,,,3,,,2,,,,,,,,,,,,,,,,550000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,12,,,3,,,3,,,,,,,,,,,,,,,,1250000
,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,40,,,3,,,4,,,,,,,,,3,,,,,,,1120000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,1,1,,,,1,,,,,,,,,1,,,,,,,1,,,,95,,,3,1,,3,,,2,,,,,,,,,,,,,815000
,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,77,,,3,2,,3,,,,,,2,,,,,,,,,,859000
,1,,1,1,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,1,,,,,1,,,,43,,,3,4,,2,,,,,,2,,,,,,,,,,480000
,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,20,,,3,3,,2,,,,,,,,,,,,,,,,385000
,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,1,,,,50,,,3,1,,3,,,,,,,,,,,,,,,,540000
,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,40,,,4,3,,2,,,,,,,,,,,,,,,,550000
,1,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,91,,,4,4,,4,,,3,,,,,,,,,,,,,1040000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,150,,,4,4,,5,,,,,,,,,,,,,,,,3975000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,42,,,4,3,,2,,,,,,,,,,,,,,,,610000
1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,,,1,4,,,4,5,,,,,,,,,,,,,,,,,,370000
,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,40,,,4,,,2,,,,,,,,,,,,,,,,500000
,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,12,,,4,,,,,,,,,,,,,,,,,,,265000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,60,,,4,,,2,,,,,,,,,,,,,,,,860000
,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,53,,,4,4,,2,,,,,,,,,,,,,,,,640000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,151,,,4,,,4,,,2,,,,,,,,,,,,,1155000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,115,,,4,,,4,,,,,,,,,,,,,,,,1575000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,12,,,4,,,3,,,,,,,,,,,,,,,,1250000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,32,,,4,3,,2,,,,,,,,,,,,,,,,280000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,150,,,4,,,5,,,,,,,,,,,,,,,,2950000
,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,160,,,4,2,,4,,,,,,,,,,,,,,,,4100000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,4,5,,,,,2,,,,,,,,,,,,,1995000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,66,,,4,,,2,,,,,,,,,,,,,,,,910000
,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,50,,,4,,,4,,,3,,,,,,,,,,,,,1997000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,4,,,,,,,,,,,,,,,,,,,110000
,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,35,,,4,,,2,,,,,,,,,,,,,,,,495000
,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,45,,,4,,,2,,,,,,,,,,,,,,,,479000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,1,,,,77,,,4,,,3,,,,,,,,,,,,,,,,1090000
