url,titre,infos,description,prix
http://www.laforet.com/acheter/paris-11/appartement-1-piece-V99170100751,Studio 24 m2 a vendre a Paris 11 - 240 750 ,"Cuisine : Separee Equipee, Salle d'eau : 1, Chauffage : FUEL, Annee de construction : 1930, Ascenseur : Oui, Acces handicape : Oui, Bien soumis a la copropriete : Oui, Nombre de lots de la copropriete : 31, Charges annuelles : 0, Consommation energetique : 330 Kwh/m2/an","Appartement 1 piece(s) - 24 m2 environ - 240 750  * RARE - LEDRU ROLLIN, Laforet Bastille vous propose en Exclusivite, dans un secteur recherche a proximite du metro et des commerces, au 5eme etage d'un bel immeuble de standing avec ascenseur, studio ensoleille sans perte de place comprenant: une piece principale, une cuisine separee equipee et une salle d'eau avec vrai wc. Vue imprenable. Charges annuelles: 1200 euros (comprenant ascenseur, chauffage, eau froide - eau chaude...), 31 lots de copropriete. Contact: enzo 06 98 64 86 62.",240 750
http://www.laforet.com/acheter/paris-11/appartement-1-piece-V99170216184,Studio 16 m2 a vendre a Paris 11 - 148 000 ,"Cuisine : Americaine Amenagee, Salle d'eau : 1, Chauffage : ELECTRICITE, Annee de construction : 1890, Consommation energetique : 250 Kwh/m2/an","Appartement 1 piece(s) - 16 m2 environ - 148 000  * Laforet Parmentier vous propose en exclusivite, au sein d'un immeuble ancien fraichement ravale, venez decouvrir ce studio sans perte de place en parfait etat. Il est compose d'un sejour spacieux avec cuisine US, d'une salle d'eau et de WC separes. Sans travaux - Lumineux - Calme - Sans perte de place - Proximite transports Nombre de lots: 55 Charges annuelles : 440 euros Contact M.Manolis 06.88.99.74.22.",148 000
http://www.laforet.com/acheter/paris-11/appartement-2-pieces-V99170216084,Appartement T2 a vendre a Paris 11 - 70 000 ,"Cuisine : Americaine Equipee, Nombre de chambres : 1 chbre(s), Salle de bain : 1 salle(s) de bain, Chauffage : GAZ, Annee de construction : 1910, Consommation energetique : 250 Kwh/m2/an","Appartement 2 piece(s) - 36 m2 environ - 70 000  * Exclusivite, viager occupe par une femme seule de 80 ans avec une rente de 1012 euros. BOUQUET FAI 70000 euros - RENTE 1013 euros. Metro Parmentier, au 4eme et dernier etage d'un immeuble ancien, venez decouvrir ce deux pieces traversant comprenant une entree, une cuisine separee, un sejour, une chambreet une salle de bains. Charges annuelles: 624 euros.",70 000
http://www.laforet.com/acheter/paris-11/appartement-1-piece-V99170100532,Studio 28 m2 a vendre a Paris 11 - 65 000 ,"Salle d'eau : 1, Chauffage : ELECTRICITE, Annee de construction : 1900, Cave : 20, Consommation energetique : 220 Kwh/m2/an","Appartement 1 piece(s) - 28 m2 environ - 65 000  * Laforet Bastille vous propose ce fond de commerce bien situe comprenant une vitrine, une piece principale, une piece d'eau, et un cave de 20m2 amenageable avec acces direct depuis la boutique. Local refait a neuf. 1060 euros de charges annuelles 20 lots de copropriete.",65 000
http://www.laforet.com/acheter/paris-12/appartement-3-pieces-V65630401968,Appartement T3 a vendre a Paris 12 - 535 000 ,"Cuisine : Equipee, Nombre de chambres : 2 chbre(s), Salle de bain : 1 salle(s) de bain, Chauffage : ELECTRICITE, Annee de construction : 1900, Cave : 1, Ascenseur : Oui, Consommation energetique : 400 Kwh/m2/an","Appartement 3 piece(s) - 59 m2 environ - 535 000  * Proximite immediate de la rue du rendez vous Dans un bel immeuble ancien en pierre et brique, appartement au 3eme etage avec ascenseur offrant: une entree, un sejour, une cuisine semi ouverte sur le sejour, deux chambres, une salle de bains. WC Cet appartement beneficie d'une cave. Tres bon etat general.",535 000
http://www.laforet.com/acheter/paris-12/appartement-4-pieces-V65630401931,Appartement T4 a vendre a Paris 12 - 1 055 000 ,"Surface sejour : 40 m2, Cuisine : Amenagee, Nombre de chambres : 2 chbre(s), Salle de bain : 1 salle(s) de bain, Chauffage : GAZ, Annee de construction : 1970, Cave : 1, Balcon : Oui, Ascenseur : Oui, Terrasse : Oui, Acces handicape : Oui, Bien soumis a la copropriete : Oui, Nombre de lots de la copropriete : 0, Charges annuelles : 0","Appartement 4 piece(s) - 95.21 m2 environ - 1 055 000  * PLACE DAUMESNIL-FELIX EBOUE Rare. Dans un immeuble recent de standing avec gardien et ascenseur, un appartement de 96m2 carrez en dernier etage avec acces sur terrasse privative de 104m2 amenageable sur le toit et vue degagee sur Paris. A proximite immediate des commodites (commerces, transports), il se compose d'un grand double sejour (40m2 ) expose sud avec balcon (6m2 ), d'une cuisine independante (possibilite us), de 2 grandes chambres, d'une salle de bains et 2 toilettes. Sans perte d'espace et lumineux, il dispose d'une vue degagee sur Paris et la tour Eiffel. Vendu avec une cave et un box.",1 055 000
http://www.laforet.com/acheter/paris-12/appartement-3-pieces-V65630203218,Appartement T3 a vendre a Paris 12 - 1 075 000 ,"Surface sejour : 30 m2, Cuisine : Equipee, Nombre de chambres : 2 chbre(s), Salle d'eau : 1, Chauffage : GAZ, Annee de construction : 1994, Cave : 1, Balcon : Oui, Ascenseur : Oui, Bien soumis a la copropriete : Oui, Nombre de lots de la copropriete : 255, Charges annuelles : 3600, Consommation energetique : 152 Kwh/m2/an","Appartement 3 piece(s) - 91.06 m2 environ - 1 075 000  * PARIS 12eme : COUR ST-EMILION / PARC DE BERCY Dans un immeuble recent de standing, somptueux appartement en etage eleve et tres lumineux, comprenant : double sejour, cuisine equipee, 2 chambres dont 1 avec balcon logia, grande salle d'eau avec WC et WC independants, multiples rangements. Materiaux nobles, exposition Sud-Ouest, ascenseur, digicode, interphone. Ce bien est vendu avec cave et possibilite de parkings en sus.",1 075 000
http://www.laforet.com/acheter/paris-12/appartement-4-pieces-V65630401965,Appartement T4 a vendre a Paris 12 - 1 150 000 ,"Surface sejour : 42 m2, Cuisine : Equipee, Nombre de chambres : 3 chbre(s), Salle de bain : 1 salle(s) de bain, Salle d'eau : 1, Chauffage : GAZ, Annee de construction : 1970, Cave : 1, Ascenseur : Oui, Bien soumis a la copropriete : Oui, Nombre de lots de la copropriete : 0, Charges annuelles : 0","Appartement 4 piece(s) - 133 m2 environ - 1 150 000  * METRO PICPUS/ RUE DU RENDEZ-VOUS En etage eleve d'une copropriete recherchee de bon standing avec ascenseur et gardien, vous trouverez un appartement lumineux et traversant de 5 pieces comprenant: une entree, un double sejour avec balcon filant expose sud, 3 chambres avec balcon filant, une salle de bain, une salle d'eau, 2 toilettes, une grande cuisine, 2 dressing. Vendu avec une cave et 2 parking en sus. Travaux a prevoir.",1 150 000
http://www.laforet.com/acheter/paris-12/appartement-6-pieces-V65630203161,Appartement T6 a vendre a Paris 12 - 950 000 ,"Surface sejour : 50 m2, Cuisine : Equipee, Nombre de chambres : 5 chbre(s), Salle de bain : 1 salle(s) de bain, Salle d'eau : 1, Chauffage : GAZ, Annee de construction : 1930, Cave : 1, Consommation energetique : 312 Kwh/m2/an","Appartement 6 piece(s) - 163.5 m2 environ - 950 000  * PARIS 12 - PLACE FELIX EBOUE AU PIED DE LA PLACE DAUMESNIL, DE SES COMMERCES, DES TRANSPORTS ET ECOLES, VENEZ DECOUVRIR CE BEL APPARTEMENT FAMILIAL COMPOSE DE 4 OU 5 CHAMBRES, UN DOUBLE SEJOUR, UNE CUISINE DINATOIRE, 2 SALLES DE BAINS, 2 WC. APPARTEMENT TRAVERSANT AVEC CHAMBRES AU CALME SUR COUR. IL SE SITUE AU 1ER ETAGE D'UNE COPROPRIETE DE 1930 BIEN TENUE. VENDU AVEC UNE CAVE. Bien en copropriete: 17 lots. Quote part annuelle de charges: 9000 euros.",950 000
http://www.laforet.com/acheter/paris-12/appartement-3-pieces-V99170100265,Appartement T3 a vendre a Paris 12 - 790 000 ,"Surface sejour : 41 m2, Cuisine : Americaine Equipee, Nombre de chambres : 2 chbre(s), Salle de bain : 1 salle(s) de bain, Chauffage : GAZ, Annee de construction : 1920, Consommation energetique : 227 Kwh/m2/an","Appartement 3 piece(s) - 74 m2 environ - 790 000  * Coup de coeur assure Laforet Bastille vous propose dans un bel immeuble ancien en copropriete, un grand 3 pieces baigne de lumiere en parfait etat compose d'un sejour d'angle de 41m2 , avec cuisine ouverte equipee, 2 chambres au calme, une salle de bains avec jaccuzzi et douche, w.c separe. Charges annuelles: 2400 euros , 6 lots de copropriete. Contact: Victor 06.75.32.86.04.",790 000
http://www.laforet.com/acheter/paris-12/appartement-3-pieces-V65630401943,Appartement T3 a vendre a Paris 12 - 584 000 ,"Surface sejour : 22 m2, Cuisine : Sans Cuisine, Nombre de chambres : 2 chbre(s), Salle de bain : 1 salle(s) de bain, Chauffage : ELECTRICITE, Annee de construction : 1990, Garage/Box : 1 garage(s), Balcon : Oui, Ascenseur : Oui, Consommation energetique : 400 Kwh/m2/an","Appartement 3 piece(s) - 71.71 m2 environ - 584 000  * Proche rue du Rendez-vous, Dans une rue calme et recherchee, au 1er etage d'un immeuble recent de bon standing, un 3 pieces en double exposition offrant: une entree, un sejour, 2 chambres, une cuisine ( possibilite US), une salle de bain et des WC separes. Possibilite box en sus. Travaux a prevoir. 1992 euros de charges annuelles.",584 000
http://www.laforet.com/acheter/paris-12/appartement-1-piece-V65630300930,Studio 8.46 m2 a vendre a Paris 12 - 64 000 ,"Cuisine : Sans Cuisine, Salle d'eau : 1, Chauffage : ELECTRICITE, Annee de construction : 1949","Appartement 1 piece(s) - 8.46 m2 environ - 64 000  * PARIS 12 eme Michel Bizot/ Porte Doree: Dans un quartier anime et dans un immeuble ancien au rez-de-chaussee, sur une large cour, un studio d'une superficie de 8.47m2 habitable. Compose d'une piece a vivre, wc, salle d'eau et coin nuit. Quelques travaux de rafraichissement peuvent etre necessaires pour le futur acheteur. Ideal pour un placement, un pied-a-terre ou encore un premier achat.",64 000
