haussmann,ascenseur,orientation_sud,wc_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,chauffage_collectif,chauffage_sol,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,dernier_etage,local_velos,seloger,explorimmo,fnaim,laforet,pap,paruvendu,coordonnees_precises,surface_q,coordonnee_x_q,coordonnee_y_q,arrondissement_q,etage_q,nombre_etages_q,nombre_pieces_q,nombre_salles_de_bains_q,nombre_WC_q,nombre_chambres_q,date_refection_q,charges_q,nombre_fenetres_q,surface_balcon_q,date_construction_q,hauteur_plafond_q,taxe_fonciere_q,date_ravalement_q,honoraires_q,terrasse_surface_q,piscine_taille_q,classification_energie_q,prix
,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,165,,,,,,7,,,2,,,,,,,,,,,,,3000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,144,,,,,,7,,,6,,,,,,,,,,,,,1000
,,,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,38,,,,,,2,,,,,,,,,,,,,,,,0
,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,,,,,,,,,1,,118,,,,,,6,1,,3,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,1,,,,,,,,1,,17,,,,,,,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,90,,,,,,3,,,3,,,,,,,,,,,,,1000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,18,,,,,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,200,,,,,,7,,,3,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,55,,,,,,3,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,70,,,,,,3,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,,50,,,,,,2,,,,,,,,,,,,,,,,1000
,,,1,,1,,,1,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,,,1,,71,,,,,,2,,,2,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,1,,60,,,,,,3,,,2,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,30,,,,,,3,,,2,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,60,,,,,,2,,,,,,,,,,,,,,,,0
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,55,,,,,,4,,,2,,,,,,,,,,,,,0
,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,70,,,,,,4,,,,,,,,,,,,,,,,1000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,1,,100,,,,,,4,,,2,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,91,,,,,,4,,,3,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,100,,,,,,6,,,,,,,,,,,,,,,,1000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,53,,,,,,3,,,2,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,62,,,,,,3,,,2,,,,,,,,,,,,,2000
,,1,,,1,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,114,,,,,,5,,,3,,,,,,,,,,,,,2000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,45,,,,,,2,,,1,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,1,1,,,,,,,,1,1,,,,,1,,,1,,,,,,,,,,,1,,180,,,,1,,7,,,,,,,,,,,,,,,,2000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,140,,,,,,7,,,5,,,,,,,,,,,,,2000
,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,166,,,,1,,6,,,2,,,,,,,,,,,,,4000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,1,150,24292,488453,,,,4,2,,3,,,,,,,,,,,,,3000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,62,,,,,,3,,,,,,,,,,,,,,,,0
,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,167,,,,1,,6,,,2,,,,,,,,,,,,,4000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,39,,,,,,2,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,70,,,,,,3,,,,,,,,,,,,,,,,0
,,,,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,1,,,,,,1,1,,1,,,1,,,1,,,,,,,,,,,1,,90,,,,,,4,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,1,,3800,,,,,,1,,,,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,0,75,23002,488413,15,,,5,,,,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,80,,,,,,5,,,2,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,1,,,,,,,,1,0,23,23574,488719,10,5,,,,,,,,,,,,,,,,,,0
,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,1,1,,1,,1,,,,,1,,,,,,,,,,1,,114,,,,,,4,,,3,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,90,,,,,,4,,,,,,,,,,,,,,,,0
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,1,,,,,1,,,,1,1,,1,,,1,,,1,,,1,,,,,,,,1,,140,,,,,,6,,,3,,,,,,,,,,,,,2000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,140,,,,,,6,2,,4,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,56,,,,,,3,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,23636,488535,4,,,,,,,,,,,,,,,,,,,0
,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,1,,,,,108,,,,3,,5,,,2,,,,,,,,,,,,,3000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,23644,488537,4,,,,,,,,,,,,,,,,,,,0
,,,1,,1,,,,1,,,,,,,,,,,,1,1,,,1,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,1,,,1,,,,,,,,1,,,,,140,,,,,,5,,,4,,,,,,,,,,,,,4000
,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,0,130,23268,488329,14,1,3,7,,,5,,,,,,,,,,,,,4000
,,,1,1,1,,,,1,,,,,,,,,,,,,1,,,1,1,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,1,,,1,,,,,,,,1,,,,,220,,,,,,9,,,5,,,,,,,,,,,,,7000
