haussmann,ascenseur,orientation_sud,wc_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,chauffage_collectif,chauffage_sol,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,dernier_etage,local_velos,seloger,explorimmo,fnaim,laforet,pap,paruvendu,coordonnees_precises,surface_q,coordonnee_x_q,coordonnee_y_q,arrondissement_q,etage_q,nombre_etages_q,nombre_pieces_q,nombre_salles_de_bains_q,nombre_WC_q,nombre_chambres_q,date_refection_q,charges_q,nombre_fenetres_q,surface_balcon_q,date_construction_q,hauteur_plafond_q,taxe_fonciere_q,date_ravalement_q,honoraires_q,terrasse_surface_q,piscine_taille_q,classification_energie_q,prix
,,,,1,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,42,22976,488793,17,2,4,2,,1,1,,,,,,,,,,,,,1000
,0,,1,,1,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,40,23183,488597,7,6,6,2,,1,1,,,,,,,,,,,,,1000
,1,,,1,1,,,,,,,,,1,,,,,1,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,1,,,,,,0,130,23221,488844,17,10,,4,1,2,3,,,,,,,,,,,,,4000
,1,,,,1,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,69,22927,488855,17,,,4,,1,2,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,1,,,,,,1,46,22966,488800,17,1,,2,1,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,20,23200,488903,17,1,,2,,1,1,,,,,,,,,,,,,0
,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,66,22969,488846,17,6,,2,1,1,1,,,,,,,,,,,,,1000
,,,1,1,1,,,,1,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,39,23221,488844,17,,,2,,1,1,,,,,,,,,,,,,1000
,1,,1,1,1,,,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,25,22915,488781,17,5,,1,1,1,,,,,,1930,,,,,,,,1000
,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,0,22,23221,488844,17,,,1,,,,,,,,,,,,,,,,0
,1,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,80,23719,488256,17,2,6,3,1,1,2,,,,,2000,,,,,,,,1000
,0,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,58,23221,488844,17,2,,2,1,1,1,,,,,,,,,,,,,1000
1,1,,1,,1,,,,,1,,,1,,,,,1,,,,1,,,,1,,,,1,,,,1,,,,1,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,61,22943,488823,17,2,8,3,1,1,1,,,,,1900,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,,,0,36,23221,488844,17,,,1,,1,,,,,,,,,,,,,,0
,1,,,1,1,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,20,23062,488571,7,6,,1,1,1,,,,,,1930,,,,,,,,1000
,1,,,,1,,,,1,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,26,23294,488582,7,,,1,1,,,,,,,,,,,,,,,1000
,1,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,190,23103,488539,7,3,6,5,2,,4,,,,,,,,,,,,,5000
,1,,,,1,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,32,23118,488846,17,3,,2,,1,1,,,,,,,,,,,,,1000
,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,148,23199,488569,7,3,,5,,,3,,,,,1800,,,,,,,,4000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,36,23252,488555,7,,,2,,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,1,,1,1,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,43,22969,488846,17,3,,2,,1,1,,,,,1930,,,,,,,,1000
,1,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,1,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,49,23221,488844,17,,,2,1,1,1,,,,,,,,,,,,,1000
,,,1,,1,,,,,1,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,1,54,23132,488612,7,3,,3,1,1,2,,,,,,,,,,,,,2000
,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,35,23064,488879,17,6,6,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,1,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,65,23221,488844,17,,5,3,,1,1,,,,,1900,,,,,,,,1000
,0,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,42,23221,488844,17,3,,2,,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,45,23221,488844,17,,,2,1,1,1,,,,,,,,,,,,,1000
,0,,1,1,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,50,23221,488844,17,1,,2,1,1,1,,,,,1930,,,,,,,,1000
,,,1,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,0,30,23221,488844,17,3,,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,1,1,,,,,1,,,1,,,,,,,,,1,,,,,,,,1,,,1,1,,1,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,1,,,,,,1,287,23142,488833,17,,,7,1,2,5,,,,,,,,,,,,,5000
,1,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,1,1,,,,1,1,1,,1,,,,,,,,,,,,1,1,,,1,,,1,,,,,,1,,,,,,0,100,23221,488844,17,9,10,5,1,2,3,,,,,,,,,,,,,3000
,1,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,22,23221,488844,17,6,,2,,,1,,,,,,,,,,,,,0
,,,,,1,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,37,23221,488844,17,,,2,1,1,,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,197,23221,488844,17,3,,7,2,2,4,,,,,,,,,,,,,4000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,77,23199,488569,7,6,,2,1,1,1,,,,,,,,,,,,,2000
,1,,1,1,1,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,1,,1,,1,1,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,137,23112,488599,7,,,5,2,2,3,,,6,,,,,,,,,,4000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,1,,,,,,1,,,,,,1,66,23132,488612,7,,,3,1,1,2,,,,,,,,,,,,,2000
,,,1,,1,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,41,23221,488844,17,,5,2,,1,,,,,,2015,,,,,,,,1000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,110,23199,488569,7,3,,5,1,1,3,,,,,,,,,,,,,3000
,0,1,,,1,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,116,23140,488610,7,5,6,5,1,1,3,,,,,1830,,,,,,,,3000
,1,,1,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,95,23002,488515,7,2,,3,1,1,2,,,,,,,,,,,,,3000
1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,0,45,23199,488569,7,,,2,1,1,1,,,,,,,,,,,,,1000
,0,,,,1,,,,,1,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,45,23118,488573,7,6,,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,126,23002,488575,7,2,,4,2,,2,,,,,1970,,,,,,,,3000
,1,,,1,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,23,22894,488812,17,6,,1,,1,,,,,,1890,,,,,,,,1000
,0,,1,,1,,,,1,1,,,,,,,,,,,1,1,,,1,,,,,1,,,,1,,,1,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,40,23221,488844,17,,,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,50,23199,488569,7,2,,3,,1,1,,,2,,,,,,,,,,1000
,,,,,1,,,1,1,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,1,1,,,,,,,,,1,,,1,,,,,,0,32,23221,488844,17,,,1,,1,,,,,,,,,,,,,,0
,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,1,,,1,,,1,,,1,,,,,,0,33,23221,488844,17,,,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,38,23221,488844,17,3,6,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,69,23221,488844,17,3,,3,1,1,1,,,,,,,,,,,,,2000
1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,1,,,,,,1,27,23221,488908,17,1,,1,1,1,,,,,,,,,,,,,,0
,1,,1,,1,,,,1,1,,,1,,,,,,,,,1,,,,1,,,,1,,,,1,,,,,1,1,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,110,23221,488844,17,1,,5,1,1,3,,,,,,,,,,,,,2000
,1,,,,1,,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,1,,1,,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,100,23046,488838,17,10,,4,1,1,2,,,,,1964,,,,,,,,3000
,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,0,17,23221,488844,17,,,1,,1,,,,,,,,,,,,,,0
,1,,1,,1,,,,,,,,,1,,,,,,,,1,,,,1,,1,,,,1,,1,,1,1,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,125,22964,488511,7,,,5,1,1,3,,,,,,,,,,,,,3000
,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,0,118,23221,488844,17,,6,4,1,1,3,,,,,,,,,,,,,2000
,1,1,,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,153,22873,488764,17,7,,5,2,2,3,,,,,,,,,,,,,3000
,,,,,1,,,,,1,,,1,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,53,23208,488547,7,3,,2,1,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,53,23221,488844,17,,,3,1,1,2,,,,,,,,,,,,,1000
,1,,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,1,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,100,22979,488798,17,,,4,1,3,3,,,,,1900,,,,,,,,2000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,50,23221,488844,17,,,2,,,1,,,,,,,,,,,,,1000
,0,,,1,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,50,23221,488844,17,1,,2,,1,1,,,,,1900,,,,,,,,1000
,0,,1,,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,60,22936,488797,17,2,5,2,1,1,1,,,,,,,,,,,,,1000
,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,1,,,,1,,1,,,,,,1,37,23114,488877,17,,6,2,,1,1,,,,,,,,,,,,,1000
,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,,,1,,,,,,1,,1,1,,,1,,,,,,,,,1,,,,,,1,82,23200,488867,17,,,4,1,1,3,,,,,,,,,,,,,2000
,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,0,20,23221,488844,17,1,,1,,1,,,,,,,,,,,,,,0
,1,1,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,63,23221,488844,17,3,,3,,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,,1,24,23272,488924,17,6,,1,1,1,,,,,,,,,,,,,,0
,1,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,33,23095,488859,17,5,,1,1,1,,,,,,1969,,,,,,,,1000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,1,,,,,,,1,,,1,,,1,,,,,,1,38,22914,488792,17,,,1,1,1,,,,,,,,,,,,,,1000
,1,,1,,1,,,,,1,,,,,,,,,,,,1,,,,1,,1,,,,,,1,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,45,23199,488569,7,3,,2,1,1,1,,,,,,,,,,,,,1000
,1,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,155,23018,488633,7,6,,5,,,3,,,,,,,,,,,,,5000
,,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,100,23155,488575,7,1,5,4,1,1,3,,,,,1980,,,,,,,,3000
1,1,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,0,201,23199,488569,7,3,,6,,,4,,,,,,,,,,,,,6000
,1,,1,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,41,23613,488259,17,2,,2,1,1,1,,,,,,,,,,,,,1000
,1,,,,1,,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,1,44,22959,488769,17,,,2,1,,1,,,,,1930,,,,,,,,1000
,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,52,23260,488873,17,2,,2,,1,1,,,,,,,,,,,,,1000
,1,,,,1,,,,1,1,,,,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,1,22,23036,488825,17,6,,1,,1,,,,,,,,,,,,,,0
,1,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,117,23043,488535,7,2,,4,2,2,2,,,,,,,,,,,,,3000
,1,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,,1,,1,,,,,,0,28,23199,488569,7,,6,2,1,1,1,,,,,1900,,,,,,,,1000
,1,1,1,1,1,,,,1,1,,,,1,,,,,,,,1,,,,,,1,,1,,,,1,,1,,,1,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,123,23014,488594,7,,7,5,1,2,5,,,,,1910,,,,,,,,4000
,,,,1,1,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,25,22957,488789,17,,,1,1,,,,,,,,,,,,,,,1000
,,,1,,1,,,1,,1,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,30,23136,488840,17,,,1,1,1,,,,,,,,,,,,,,1000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,1,,,,,,1,,,,,,0,47,23221,488844,17,,,2,,1,1,,,,,,,,,,,,,1000
,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,23,23251,488864,17,2,,2,1,1,1,,,,,,,,,,,,,0
,1,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,0,28,23221,488844,17,2,,1,1,1,,,,,,,,,,,,,,0
,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,1,1,,,1,,1,1,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,62,23221,488844,17,,,3,1,1,1,,,,,1840,,,,,,,,1000
,0,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,57,22999,488734,17,4,5,3,1,1,2,,,,,,,,,,,,,1000
,,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,1,1,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,47,23154,488859,17,,,2,,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,13,23055,488545,7,1,5,1,,1,,,,,,1900,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,50,23199,488569,7,,,2,1,1,1,,,,,,,,,,,,,1000
,1,,,,1,,,,1,1,,,,,,,,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,38,23199,488569,7,3,,2,1,1,1,,,,,,,,,,,,,1000
,0,,,,1,,,,1,,,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,45,23199,488569,7,5,5,3,1,1,1,,,,,,,,,,,,,1000
,,,1,,1,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,24,23115,488495,7,,,1,,,,,,,,,,,,,,,,0
,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,0,23,23199,488569,7,2,,1,1,1,,,,,,,,,,,,,,0
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,1,21,22914,488786,17,7,,1,,,,,,,,,,,,,,,,1000
,1,,1,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,83,23221,488844,17,2,,3,1,1,2,,,,,,,,,,,,,2000
,1,1,1,,1,,,,1,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,0,91,23199,488569,7,4,,3,1,1,2,,,,,,,,,,,,,2000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,1,,,,,,,,,,,,,,,1,,,1,,,1,,,1,,,1,,,,,,1,32,23141,488485,7,1,,1,1,1,,,,,,1970,,,,,,,,1000
,0,,,,1,,,,1,,,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,0,45,23199,488569,7,5,5,2,1,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,45,23175,488575,7,,,2,1,,1,,,,,,,,,,,,,1000
,0,,1,,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,1,,,1,,,,,,0,22,23221,488844,17,5,,1,,1,,,,,,,,,,,,,,0
,,,,1,1,,,,1,1,,,,1,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,37,22969,488846,17,,6,2,,1,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,1,,,,1,1,1,,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,1,,,,,,1,55,22969,488846,17,,5,2,1,1,1,,,,,,,,,,,,,1000
,1,1,1,1,1,,,,,,,,,,,,,1,,,,1,,,,1,,1,,,,1,1,1,1,1,,,,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,1,127,23025,488832,17,,6,4,1,1,3,,,,,,,,,,,,,3000
,1,,1,,1,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,,,,1,60,23051,488818,17,7,,3,1,1,2,,,,,,,,,,,,,2000
,1,,1,,1,,,,,1,,,,,,,,,,,,1,,,,,,1,,1,,,1,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,0,184,23221,488844,17,4,7,5,1,2,3,,,,,1900,,,,,,,,5000
,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,,1,,,,,,,,,,1,,,1,,,,1,,,,,,1,,,,,,0,75,23221,488844,17,8,,3,,,2,,,,,,,,,,,,,2000
,1,,1,,1,,,,1,,,,1,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,75,23221,488844,17,1,,3,1,1,2,,,,,,,,,,,,,1000
,1,1,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,1,,,,1,1,,,1,,1,,,,,,,,,,1,,,,1,,,1,,,,,,1,,,,,,0,52,23199,488569,7,5,,2,1,1,1,,,,,1976,,,,,,,,2000
,0,1,1,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,1,,,,,,1,24,23175,488575,7,6,6,1,1,1,,,,,,,,,,,,,,0
,,,1,1,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,50,23199,488569,7,,,2,1,1,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,1,36,23260,488873,17,,,2,1,1,1,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,0,63,23199,488569,7,2,,2,1,1,1,,,,,2010,,,,,,,,2000
,,,,,1,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,1,,,,,,1,37,23143,488616,7,1,,2,,1,1,,,,,,,,,,,,,1000
