haussmann,ascenseur,orientation_sud,wc_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,chauffage_collectif,chauffage_sol,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,dernier_etage,local_velos,seloger,explorimmo,fnaim,laforet,pap,paruvendu,coordonnees_precises,surface_q,coordonnee_x_q,coordonnee_y_q,arrondissement_q,etage_q,nombre_etages_q,nombre_pieces_q,nombre_salles_de_bains_q,nombre_WC_q,nombre_chambres_q,date_refection_q,charges_q,nombre_fenetres_q,surface_balcon_q,date_construction_q,hauteur_plafond_q,taxe_fonciere_q,date_ravalement_q,honoraires_q,terrasse_surface_q,piscine_taille_q,classification_energie_q,prix
,,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,,,,1,,,,0,65,23445,488923,18,,,3,,,2,,,,,,,,,,,,,2000
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,1,,,,,1,,,,1,22,23602,488938,18,4,,1,,,,,,,,,,,,,,,,0
,,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,1,,,,1,,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,,,,1,,,,0,65,23445,488923,18,,,3,,,2,,,,,,,,,,,,,2000
,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,1,66,22951,488402,15,4,,3,,,2,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,1,30,23768,488906,19,8,,1,,,,,,,,,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,37,22597,488424,16,6,,2,,,1,,,,,,,,,,,,,0
,1,,,,1,,,,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,0,26,23002,488413,15,,,1,,,,,,3,,,,,,,,,,0
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,,0,47,22761,488628,16,4,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1,27,23858,488978,19,,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,,0,42,23002,488413,15,1,,2,,,1,,,,,,,,,,,,,1000
,0,,,,1,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,0,28,23268,488329,14,3,,2,,,1,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,0,88,23990,488651,20,10,,4,,,3,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,67,22969,488846,17,6,,2,,,1,,,,,,,,,,,,,1000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,1,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,,1,54,22819,488393,15,,,2,,,1,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,62,23221,488844,17,,,3,,,1,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,146,23002,488413,15,,,5,,,3,,,,,,,,,,,,,3000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,,,,,,1,,,,,1,,,,0,35,22761,488628,16,,,1,,,,,,,,,,,,,,,,0
,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,49,23217,488282,14,,,3,,,1,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,0,48,23268,488329,14,6,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1,23,23880,488604,11,,,1,,,,,,,,,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,1,33,22811,488579,16,3,,1,,,,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,0,44,22761,488628,16,4,,2,,,1,,,,,,,,,,,,,1000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,30,23618,488562,14,1,,2,,,1,,,,,,,,,,,,,0
,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,1,,1,1,1,,,,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,1,80,23618,488562,15,5,,3,,,2,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,57,23990,488651,20,,,3,,,2,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,,,,,1,,,,,52,,,,3,,2,,,1,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,1,88,22699,488553,16,,,4,,,2,,,,,,,,,,,,,2000
,0,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,25,22703,488440,16,4,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1,13,23355,488865,,2,,1,,,1,,,,,,,,,,,,,0
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,135,23499,488640,9,1,,4,,,3,,,,,,,,,,,,,3000
,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,35,23481,488536,6,1,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,1,,,,,,1,1,,,,,,,,1,1,1,,,,,,1,,,,,,,,1,,,,1,40,23631,488773,10,,,2,,,1,,,,,,,,,,,,,1000
,0,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,0,38,23002,488413,15,2,,2,,,1,,,,,,,,,,,,,1000
,0,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,105,23618,488562,6,2,,5,,,3,,,,,,,,,,,,,3000
,,,1,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,1,33,24144,488464,,,,2,,,1,,,,,,,,,,,,,0
,0,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,1,,,,1,,,,1,74,23444,488924,18,,,4,,,2,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,1,1,,,1,,,,,,1,,,,,1,,,,1,31,23618,488562,17,1,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,42,23910,488593,20,,,2,,,1,,,,,,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,1,,,,0,128,23268,488329,14,4,,6,,,4,,,,,,,,,,,,,3000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,96,23848,488866,19,,,4,,,3,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,0,43,23445,488923,18,1,,2,,,1,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,,,,,55,,,,6,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,40,23377,488825,9,,,2,,,,,,,,,,,,,,,,1000
,1,,1,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,1,,,1,,,,,,,,1,,,,,47,,,,1,,2,,,1,,,,,,,,,,,,,2000
,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,67,,,,6,,3,,,2,,,,,,,,,,,,,2000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,1,1,,,,,,1,,,1,,,,,1,,,,0,32,23820,488828,19,13,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,22,23966,488605,20,2,,2,,,1,,,,,,,,,,,,,0
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,0,85,23990,488651,20,,,,,,3,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,,,,1,88,22699,488553,16,,,3,,,2,,,,,,,,,,,,,2000
,,,1,,1,,,,,,,,,,,,,1,,,,1,,,1,,,,,1,,1,,,,,,,,1,,1,,,,1,1,1,1,,,1,,,1,,,,,,,,1,,,,,170,,,,,,6,,,4,,,,,,,,,,,,,3000
,,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,32,24051,488383,,,,2,,,1,,,,,,,,,,,,,0
,1,,,,1,,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,28,,,,,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,35,23271,488871,18,,,2,,,1,,,,,,,,,,,,,0
,0,,1,,1,,,,1,,,,,,,,,1,,,,1,,,1,1,,,,1,,,1,,,,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,,,,,43,,,,3,,2,,,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,70,22945,488502,15,7,,3,,,2,,,,,,,,,,,,,2000
,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,0,25,23990,488651,20,,,1,,,,,,,,,,,,,,,,0
,0,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,79,23592,488699,10,5,,3,,,2,,,,,,,,,,,,,2000
,1,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,1,1,,,,1,,,,0,28,23820,488828,19,,,1,,,,,,,,,,,,,,,,0
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,43,23268,488329,14,1,,2,,,1,,,,,,,,,,,,,1000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,1,,,,,,1,,,1,,,,,1,,,,1,32,22833,488688,16,,,1,,,1,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,1,22,22888,488758,17,,,1,,,,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,90,22591,488508,16,2,,3,,,2,,,,,,,,,,,,,2000
,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,51,23002,488413,15,,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,1,,,,1,30,23993,488631,,,,2,,,1,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,0,29,23445,488923,18,,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,46,,,,,,3,,,2,,,,,,,,,,,,,1000
,,,,1,1,,,,1,,,,,,,,,,,,,1,1,,,1,,1,,,,1,,,,,1,,,,,,1,,,,,1,1,,,,,,1,,,,,,,,1,,,,0,79,23002,488413,15,,,3,,,1,,,,,,,,,,,,,2000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,0,28,23820,488828,19,,,1,,,,,,,,,,,,,,,,0
,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,65,22976,488793,17,,,4,,,2,,,,,,,,,,,,,1000
,,,1,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,1,,,,,,,,1,,,1,,,,1,,,,,,,,1,,,,,45,,,,,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,1,23,23421,488908,18,,,1,,,,,,,,,,,,,,,,0
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,35,24034,488739,20,,,2,,,1,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,34,23744,488916,19,3,,2,,,1,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,0,38,23820,488828,19,,,2,,,1,,,,,,,,,,,,,0
,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,64,24063,488354,12,,,3,,,1,,,,,,,,,,,,,1000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,0,35,23574,488719,10,,,2,,,1,,,,,,,,,,,,,0
,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,,22,,,,7,,1,,,,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,135,23380,488678,1,4,,4,,,2,,,,,,,,,,,,,4000
,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,1,,,,,45,,,,9,,2,,,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,1,,,,,,,1,,1,1,,,,,,1,,,,,,,,1,,,,,110,,,,3,,3,,,2,,,,,,,,,,,,,3000
,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,40,23852,488547,11,,,2,,,,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,1,,,,,,,1,,,,1,,,,0,58,22761,488628,16,,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,0,48,23445,488923,18,,,2,,,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,65,22932,488510,15,,,3,,,2,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,41,22966,488355,15,,,2,,,1,,,,,,,,,,,,,1000
,,,1,,1,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,47,23990,488651,20,,,2,,,1,,,,,,,,,,,,,0
,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,,,,0,80,23820,488828,19,6,,3,,,2,,,,,,,,,,,,,2000
,0,,,1,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,1,1,1,,,,,,,,1,1,,1,,,,,,,,,,,,1,,,,1,122,22741,488579,16,3,,5,,,2,,,,,,,,,,,,,3000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,45,22620,488505,16,1,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,0,25,23990,488651,20,,,2,,,1,,,,,,,,,,,,,0
,1,,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,1,,1,,,,1,1,,,1,,,,,,,,,,1,1,,,1,,,,,,,1,,,,1,,,,0,84,22761,488628,16,,,4,,,2,,,,,,,,,,,,,2000
,1,,,,1,,,,1,,,,,,,,,1,,,,1,,,,1,,,,1,,,1,,,,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,,,,,103,,,,3,,5,,,2,,,,,,,,,,,,,3000
,1,,1,,1,,,,,,,1,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,,1,,,,,,1,1,,,,,,1,,,,,,,,1,,,,,57,,,,2,,2,,,1,,,,,,,,,,,,,2000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,118,22761,488628,16,,,5,,,3,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,83,23990,488651,20,,,3,,,2,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,0,128,22761,488628,16,,,3,,,2,,,,,,,,,,,,,5000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,39,23964,488347,12,,,2,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,39,23990,488651,20,,,2,,,1,,,,,,,,,,,,,0
,1,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,0,40,23445,488923,18,6,,2,,,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,0,60,23221,488844,17,4,,3,,,2,,,,,,,,,,,,,1000
,1,,,,1,,,,,,,,,,,,,1,,,,1,,,,1,,1,,1,,1,1,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,,78,,,,3,,3,,,1,,,,,,,,,,,,,2000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,1,99,22978,488782,17,,,4,,,2,,,,,,,,,,,,,2000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,1,,,1,,,,,1,,,,1,14,23136,488419,15,,,1,,,,,,,,,,,,,,,,0
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,0,24,23221,488844,17,,,2,,,1,,,,,,,,,,,,,0
,,,,,1,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,33,23447,488827,9,,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,41,23221,488844,17,,,2,,,,,,,,,,,,,,,,1000
,1,1,,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,1,,,1,,,,,1,,,,,25,,,,3,,1,,,,,,,,,,,,,,,,1000
,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,38,22969,488846,17,2,,2,,,1,,,,,,,,,,,,,1000
,1,,,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,40,22951,488402,15,3,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,94,,,,,,4,1,,2,,,,,,,,,,,,,2000
,1,,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,47,23233,488263,14,8,,2,,,1,,,,,,,,,,,,,1000
1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,57,23010,488812,17,4,,3,,,1,,,,,,,,,,,,,2000
,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,0,35,23796,488585,11,,,2,,,,,,,,,,,,,,,,0
,,,1,1,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,0,40,23327,488506,6,4,,2,,,1,,,,,,,,,,,,,1000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,36,22699,488553,16,,,2,,,1,,,,,,,,,,,,,1000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,1,,,,,1,,,,0,27,23404,488725,9,1,,1,,,,,,,,,,,,,,,,1000
,1,1,1,,1,,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,1,54,23141,488386,15,6,,2,,,1,,,,,,,,,,,,,1000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,,,,,43,,,,,,2,,,,,,,,,,,,,,,,1000
,1,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,,,,,125,,,,1,,5,2,,3,,,,,,,,,,,,,4000
,1,,1,,1,,,,,,,,,,,,,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,1,,,,,,,,1,,,,,70,,,,2,,3,,,1,,,,,,,,,,,,,2000
,1,,1,,1,,,,1,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,,,,,1,,,,,70,,,,8,,3,,,2,,,,,,,,,,,,,2000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,108,,,,5,,3,,,2,,,,,,,,,,,,,4000
