haussmann,ascenseur,orientation_sud,wc_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,chauffage_collectif,chauffage_sol,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,dernier_etage,local_velos,seloger,explorimmo,fnaim,laforet,pap,paruvendu,coordonnees_precises,surface,coordonnee_x,coordonnee_y,arrondissement,etage,nombre_etages,nombre_pieces,nombre_salles_de_bains,nombre_WC,nombre_chambres,date_refection,charges,nombre_fenetres,surface_balcon,date_construction,hauteur_plafond,taxe_fonciere,date_ravalement,honoraires,terrasse_surface,piscine_taille,classification_energie,prix
,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,98,23405,488669,2,4,,4,,,3,,,,,,,,,,,,,1250000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,0,155,23405,488669,2,1,,5,,,3,,,,,,,,,,,,,1550000
,,,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,64,23318,488707,2,4,,3,,,2,,,,,,,,,,,,,625000
,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,64,23467,488647,2,,,,,,1,,,,,,,,,,,,,620000
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0,19,23405,488669,2,,,,,,,,,,,,,,,,,,,199000
,0,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,55,23467,488647,2,3,,3,,,1,,,,,,,,,,,,,499000
,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,51,23466,488674,2,2,,3,,,2,,,,,,,,,,,,,479000
,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,50,23405,488669,2,,,2,,,1,,,,,,,,,,,,,540000
,,,,,1,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0,17,23405,488669,2,5,,,,,1,,,,,,,,,,,,,190000
,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,112,23405,488669,2,3,,4,,,3,,,,,,,,,,,,,1035000
,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,44,23405,488669,2,,,2,,,1,,,,,,,,,,,,,210000
,0,,,1,1,,,,1,,,,,,,,,1,,,,,,,1,,,,,1,1,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,1,48,23486,488705,2,2,,2,,,1,,,,,,,,,,,,,395000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,0,68,23405,488669,2,3,,3,,,2,,,,,,,,,,,,,590000
,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,0,70,23405,488669,2,3,,3,,,1,,,,,,,,,,,,,690000
,,,1,,1,,,,1,1,,1,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,0,55,23405,488669,2,2,,2,,,1,,,,,,,,,,,,,521000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,1,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,74,23405,488669,2,,,3,,,1,,,,,,,,,,,,,920000
,1,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,11,23294,488674,2,7,,,,,1,,,,,,,,,,,,,170000
1,1,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,0,127,23405,488669,2,,,5,,,4,,,,,,,,,,,,,1460000
,,,,,1,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,0,23,23405,488669,2,2,,,,,,,,,,,,,,,,,,230000
,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,0,8,23405,488669,2,,,,,,,,,,,,,,,,,,,95000
,,1,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,,,1,,,,,0,41,23405,488669,2,,,3,,,2,,,,,,,,,,,,,399000
,,,1,,1,,,,1,1,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,95,23405,488669,2,3,,4,,,2,,,,,,,,,,,,,850000
,,,,,1,,,,,1,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,58,23371,488678,2,2,,2,,,1,,,3,,,,,,,,,,699000
,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,107,23409,488658,2,,,4,,,2,,,,,,,,,,,,,1150000
,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,0,31,23405,488669,2,5,,2,,,1,,,,,,,,,,,,,343000
,1,,,,1,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,57,23405,488669,2,,,3,,,2,,,,,,,,,,,,,540000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,54,23405,488669,2,,,2,,,1,,,,,,,,,,,,,630000
,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,24,23467,488647,2,,,,,,1,,,,,,,,,,,,,290000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,74,23405,488669,2,,,2,,,1,,,,,,,,,,,,,920000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,81,23405,488669,2,,,3,,,2,,,14,,,,,,,,,,1420000
,1,,,,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,78,23405,488669,2,3,,3,,,2,,,2,,,,,,,,,,585000
,,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,0,132,23405,488669,2,,,4,,,2,,,,,,,,,,,,,1770000
,,1,,,1,,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,25,23405,488669,2,,,2,,,1,,,6,,,,,,,,,,296000
,,,,,1,,,,1,,,,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,34,23400,488689,2,4,,2,,,1,,,,,,,,,,,,,284000
,,,,,1,,,,1,,,,,,,,,1,,,,,1,,1,,,,,1,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,35,23492,488665,2,,,2,,,1,,,,,,,,,,,,,400000
,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,1,121,23294,488674,2,,,4,,,2,,,,,,,,,,,,,2132000
,,,,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,0,44,23405,488669,2,,,2,,,1,,,,,,,,,,,,,350000
,,,,,1,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,0,65,23405,488669,2,,,3,,,2,,,,,,,,,,,,,595000
,0,,,,1,,,,1,1,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,1,,,,,,,1,,,,,0,65,23405,488669,2,,,3,,,2,,,,5,,,,,,,,,627000
,,,,,1,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,0,72,23405,488669,2,1,,3,,,2,,,,,,,,,,,,,695000
,,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,,1,20,23479,488685,2,4,,,,,,,,,,,,,,,,,,202000
,1,,,,1,,,,1,1,,,,,,,,,,,1,,,,1,,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,102,23405,488669,2,,,5,,,3,,,,,,,,,,,,,945000
,1,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,0,183,23405,488669,2,4,,5,,,4,,,,,,,,,,,,,1990000
,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,0,98,23405,488669,2,4,,4,,,3,,,,,,,,,,,,,1190000
,0,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,32,23405,488669,2,5,,2,,,1,,,,,,,,,,,,,340000
,,,1,,1,,,,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,0,34,23405,488669,2,2,,,,,,,,2,,,,,,,,,,295000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,126,23405,488669,2,,,4,,,2,,,,,,,,,,,,,1500000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0,200,23405,488669,2,,,,,,,,,,,,,,,,,,,540000
,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,110,23405,488669,2,,,4,,,3,,,,,,,,,,,,,1250000
,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,118,23405,488669,2,2,,4,,,2,,,,,,,,,,,,,1000000
,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,0,27,23405,488669,2,4,,2,,,1,,,,,,,,,,,,,289000
,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,63,23348,488698,2,,,3,,,2,,,,,,,,,,,,,632000
,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,135,23409,488658,2,1,,4,2,,3,,,,,,,,,,,,,1390000
,1,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,77,23405,488669,2,,,3,,,2,,,,,,,,,,,,,980000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,102,23450,488694,2,1,,4,,,3,,,,,,,,,,,,,699000
,0,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,9,23467,488647,2,,,,,,,,,,,,,,,,,,,89000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,1,,,,,,,,,,1,,,,,0,216,23405,488669,2,1,,5,2,,4,,,,,,,,,,,,,2420000
,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,0,95,23405,488669,2,5,,4,,,3,,,,,,,,,,,,,1210000
,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,52,23405,488669,2,,,2,,,1,,,,,,,,,,,,,455000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,1,,,,,1,111,23380,488678,2,5,,4,,,3,,,,,,,,,,,,,1210000
,0,,,,1,,,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,1,34,23467,488647,2,2,,,,,,,,,,,,,,,,,,288000
,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,1,,,1,,,,,0,32,23405,488669,2,,,2,,,1,,,,,,,,,,,,,344000
,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,98,23405,488669,2,5,,4,,,3,,,,,,,,,,,,,1210000
,1,,1,1,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,0,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,1,,,,,0,86,23405,488669,2,,,3,,,2,,,,,,,,,,,,,825000
,,,1,,1,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,42,23490,488698,2,1,,2,,,1,,,,,,,,,,,,,385000
,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,63,23466,488674,2,2,,3,,,2,,,,,,,,,,,,,570000
,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,193,23405,488669,2,,,6,,,3,,,,,,,,,,,,,4400000
,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,105,23405,488669,2,3,,4,,,3,,,,,,,,,,,,,818000
,,1,,,1,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,0,81,23405,488669,2,,,4,,,2,,,,,,,,,,,,,1345000
,0,,,,1,,,1,1,1,,,,,,,,1,,,,,,,1,,,,,1,,,1,1,,,,1,,,,1,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,146,23478,488696,2,4,,4,,,3,,,,,,,,,,,,,1240000
,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,64,23405,488669,2,1,,2,,,1,,,,,,,,,,,,,520000
,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,52,23405,488669,2,,,3,,,2,,,,,,,,,,,,,550000
,,,,1,1,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,102,23405,488669,2,2,,5,1,,3,,,,,,,,,,,,,998000
,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,27,23405,488669,2,4,,2,,,1,,,,,,,,,,,,,304000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,121,23405,488669,2,,,3,,,2,,,,,,,,,,,,,2000000
,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,24,23497,488692,2,,,2,,,1,,,,,,,,,,,,,267000
,1,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,105,23409,488658,2,1,,3,2,,2,,,,,,,,,,,,,1150000
,0,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,1,36,23538,488686,2,5,,2,,,1,,,,,,,,,,,,,320000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,1,,,,,1,24,23497,488692,2,2,,,,,,,,,,,,,,,,,,205000
,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,33,23405,488669,2,,,2,,,1,,,,,,,,,,,,,387000
,,,,,1,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,0,9,23405,488669,2,,,,,,3,,,,,,,,,,,,,95000
,1,1,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0,11,23405,488669,2,7,,,,,,,,,,,,,,,,,,169000
,,,1,1,1,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,1,,,1,,,,,0,49,23405,488669,2,,,2,,,1,,,,,,,,,,,,,624000
,,,,,1,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0,5,23405,488669,2,,,,,,1,,,,,,,,,,,,,76000
,,,,,1,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,0,11,23405,488669,2,,,,,,,,,,,,,,,,,,,99000
,,,,,1,,,,,1,,,,,,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,34,23405,488669,2,,,2,,,1,,,,,,,,,,,,,433000
,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,0,90,23615,488640,3,3,,3,,,2,,,,,,,,,,,,,870000
,0,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,35,23645,488597,3,5,,2,,,1,,,,,,,,,,,,,470000
,,1,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,115,23597,488637,3,2,,4,,,3,,,,,,,,,,,,,1250000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,47,23615,488640,3,2,,2,,,1,,,,,,,,,,,,,630000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,0,38,23615,488640,3,2,,,,,,,,,,,,,,,,,,460000
,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,125,23615,488640,3,,,5,,,3,,,,,,,,,,,,,1365000
,1,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,42,23620,488631,3,,,2,,,1,,,,,,,,,,,,,420000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,91,23599,488595,3,,,3,,,1,,,,,,,,,,,,,672000
,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,1,,,,,,,,,,,,,,1,,,,,0,107,23615,488640,3,,,5,,,3,,,,,,,,,,,,,1210000
,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,174,23571,488603,3,2,,7,2,,4,,,,,,,,,,,,,1976000
,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,220,23615,488640,3,,,6,,,3,,,,,,,,,,,,,4800000
,,,1,,1,,,,,1,,1,,,,,,1,,,1,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,50,23615,488640,3,1,,3,,,2,,,,,,,,,,,,,540000
,1,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,53,23615,488640,3,4,,3,,,2,,,2,,,,,,,,,,566000
,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,0,124,23615,488640,3,,,4,,,3,,,,,,,,,,,,,1435000
,,,,,1,,,,1,,,,,,,,,1,,,1,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,61,23615,488640,3,,,2,,,1,,,,,,,,,,,,,890000
,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,,,,,1,203,23645,488597,3,,,9,,,6,,,,,,4,,,,,,,2200000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,40,23574,488624,3,,,2,,,1,,,,,,,,,,,,,485000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,1,,,,,0,203,23615,488640,3,,,8,,,6,,,,,,,,,,,,,2230000
1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,1,1,,1,,,,,1,,,,,,1,,,,,0,101,23615,488640,3,3,,4,,,2,,,,,,,,,,,,,1215000
,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,1,,,,,0,142,23615,488640,3,,,6,,,5,,,,,,,,,,,,,1272000
,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,1,,,1,,,,,0,396,23615,488640,3,,,6,,,4,,,,,,,,,,,,,2690000
,,,1,,1,,,,1,,,,,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,0,60,23615,488640,3,,,2,,,1,,,,,,,,,,,,,890000
,,,1,,1,,,,,,,1,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,0,41,23615,488640,3,1,,2,,,1,,,,,,,,,,,,,390000
,1,,,1,1,,,,,,,,,,,,,,,,1,1,,,,1,,,,1,,,1,,1,,1,,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,1,93,23620,488631,3,2,,3,,2,2,,,,,,,,,,,,,1150000
,0,,1,,1,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,,,,,,,,,,,1,,,,,0,55,23615,488640,3,2,,2,,,1,,,,,,,,,,,,,825000
,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,182,23615,488640,3,1,,7,,,6,,,,,,,,,,,,,1730000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,,,0,48,23615,488640,3,3,,3,,,2,,,,,,,,,,,,,580000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,57,23615,488640,3,,,2,,,1,,,,,,,,,,,,,570000
,,,1,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,56,23655,488556,3,,,2,,,1,,,,,,,,,,,,,900000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,182,23615,488640,3,,,8,,,3,,,,,,,,,,,,,1730000
,,1,,1,1,,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,95,23615,488640,3,,,3,,,2,,,,,,,,,,,,,998000
,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,1,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,0,182,23615,488640,3,,,7,,,3,,,,,,,,,,,,,1730000
,,,,,1,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,1,115,23597,488637,3,2,,5,,2,3,,,,,,,,,,,,,1250000
,1,,1,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,96,23615,488640,3,5,,4,2,,2,,,,,,,,,,,,,900000
,1,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,0,104,23615,488640,3,2,,5,2,,3,,,,,,,,,,,,,1198000
