haussmann,ascenseur,orientation_sud,wc_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,chauffage_collectif,chauffage_sol,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,dernier_etage,local_velos,seloger,explorimmo,fnaim,laforet,pap,paruvendu,coordonnees_precises,surface,coordonnee_x,coordonnee_y,arrondissement,etage,nombre_etages,nombre_pieces,nombre_salles_de_bains,nombre_WC,nombre_chambres,date_refection,charges,nombre_fenetres,surface_balcon,date_construction,hauteur_plafond,taxe_fonciere,date_ravalement,honoraires,terrasse_surface,piscine_taille,classification_energie,prix
,,1,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,145,,,,,,6,2,,4,,,,,,,,,,,,,970000
,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,,,,1,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,187,,,,,,6,2,,4,,,,,,,,,,,,,550000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,105,,,,,,6,,,4,,,,,,,,,,,,,371000
,,1,,,1,,,,1,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,1,,89,,,,,,5,,,3,,,,,,,,,,,,,385000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,169,,,,,,5,3,,4,,,,,,,,,,,,,695000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,1,1,,,,1,,,,1,1,,1,,,1,,,,,,,1,,,,,,,1,1,210,24162,488797,20,,,6,,,3,,,,,,,,,,,,,1145000
,,,,,1,,,1,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,107,,,,,,5,,,3,,,,,,,,,,,,,549000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,1,30,23413,488570,,,,6,,,4,,,,,,,,,,,,,320000
,,,,,1,,,,1,,,,,,,,1,,,,,,,,1,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,100,,,,,,5,,,3,,,,,,,,,,,,,310000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,68,,,,,,3,,,,,,,,,,,,,,,,358000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,1,,,,1,,,,,1,,,,1,1,,,,,1,1,,,,,,1,,,,,,,1,,180,,,,1,,5,,,,,,,,,,,,,,,,770000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,0,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,120,,,,,,6,2,,4,,,,,,,,,,,,,423000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,1,,,,1,1,,,,,,1,,,,,,,,1,,133,,,,,,6,,,3,,,,,,,,,,,,,520000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,165,,,,,,6,,,,,,,,,,,,,,,,535000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,140,,,,,,6,2,,4,,,,,,,,,,,,,920000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,104,,,,,,6,,,3,,,,,,,,,,,,,295000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,158,,,,,,6,,,,,,,,,,,,,,,,454000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,1,,,,1,,,,,,,,,,,,,,,1,0,98,23268,488329,14,,,5,1,,4,,,,,,,,,,,,,499000
,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,1,,,,1,,1,,,1,,,,,,1,,,,,,,,1,,92,,,,,,5,,,3,2013,,,,,,,,,,,,340000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,228,,,,1,,9,,,,,,,,,,,,,,,,990000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,71,,,,,,4,,,3,,,,,,,,,,,,,170000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,1,,140,,,,,,7,,,4,,,,,,,,,,,,,416000
,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,1,,,,,,,,,,1,,180,,,,,,6,,,4,,,,,,,,,,,,,950000
,,,,1,1,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,1,1,,,,,1,,1,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,170,,,,1,,7,,,4,,,,,,,,,,,,,850000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,83,,,,,,5,,,3,,,,,,,,,,,,,210000
,,,1,,1,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,316,,,,,,8,,,,,,,,,,,,,,,,510000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,,280,,,,,,9,,,,,,,,,,,,,,,,750000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,88,,,,,,5,,,3,,,,,,,,,,,,,364000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,160,,,,,,7,,,4,,,,,,,,,,,,,523000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,280,,,,,,,,,,,,,,,,,,,,,,750000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,113,22974,488563,,,,6,,,4,,,,,,,,,,,,,314000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,175,,,,,,7,,,,,,,,,,,,,,,,748000
,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,200,,,,,,8,,,4,,,,,,,,,,,,,1127000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,235,,,,,,9,,,,,,,,,,,,,,,,979000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,65,,,,,,3,,,,,,,,,,,,,,,,306000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,1,,,,,,,,1,,65,,,,,,3,,,,,,,,,,,,,,,,306000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,1,,125,,,,,,4,,,3,,,,,,,,,,,,,244000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,1,,550,,,,,,7,,,4,,,,,,,,,,,,,999000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,1,,90,,,,1,,6,1,,3,,,,,,,,,,,,,230000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,88,,,,,,5,,,3,,,,,,,,,,,,,284000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,83,,,,,,5,,,3,,,,,,,,,,,,,264000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,109,,,,,,6,,,1,,,,,,,,,,,,,432000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,77,,,,,,4,,,3,,,,,,,,,,,,,249000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,1,,,,,,,,1,,93,,,,,,5,,,3,,,,,,,,,,,,,660000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,240,,,,,,7,,,4,,,,,,,,,,,,,879000
,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,115,,,,,,4,,,3,,,,,,,,,,,,,750000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,136,,,,,,6,,,2,,,,,,,,,,,,,445000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,90,,,,,,5,,,4,,,,,,,,,,,,,309000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,70,,,,,,4,1,,2,,,,,,,,,,,,,535000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,40,,,,,,2,,,1,,,,,,,,,,,,,227000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,,,,1,1,,1,,1,,,,,,,1,,,,,,,,1,,102,,,,,,5,,,,,,,,,,,,,,,,499000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,133,,,,,,6,,,3,,,,,,,,,,,,,462000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,110,,,,,,6,,,3,,,,,,,,,,,,,382000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,110,,,,,,4,,,3,,,,,,,,,,,,,299000
,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,1,,,,,,,,,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,68,,,,,,3,,,2,,,,,,,,,,,,,325000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,93,,,,,,5,,,3,,,,,,,,,,,,,262000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,83,,,,,,5,,,3,,,,,,,,,,,,,230000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,88,,,,,,5,,,3,,,,,,,,,,,,,288000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,128,,,,,,6,,,4,,,,,,,,,,,,,419000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,40,,,,,,3,,,,,,,,,,,,,,,,345000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,117,,,,,,6,,,3,,,,,,,,,,,,,260000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,50,,,,,,3,,,,,,,,,,,,,,,,263000
,,,,,1,,,1,1,,,,,,,,,,,,,,1,,,,,1,,1,,1,,,,,,,,,,1,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,150,,,,,,6,,,,,,,,,,,,,,,,482000
,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,,80,,,,,,3,,,2,,,,,,,,,,,,,293000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,95,,,,,,4,,,,,,,,,,,,,,,,437000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,1,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,1,,85,,,,,,4,,,2,,,,,,,,,,,,,386000
,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,1,,,,,1,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,200,,,,,,9,2,,1,,,,,,,,,,,,,720000
,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,96,,,,,,5,,,3,,,,,,,,,,,,,575000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,90,,,,,,5,,,3,,,,,,,,,,,,,420000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,82,,,,,,5,,,1,,,,,,,,,,,,,265000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,,143,,,,,,6,,,3,,,,,,,,,,,,,485000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,88,,,,,,5,,,3,,,,,,,,,,,,,276000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,160,,,,,,6,,,,,,,,,,,,,,,,510000
,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,67,,,,,,4,,,3,,,,,,,,,,,,,240000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,82,,,,,,5,,,4,,,,,,,,,,,,,276000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,67,,,,,,4,,,3,,,,,,,,,,,,,258000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,82,,,,,,5,,,4,,,,,,,,,,,,,237000
,,,1,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,1,1,,,,1,,,,,,,,,,,,,,1,,99,,,,,,4,,,3,,,,,,,,,,,,,670000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,82,,,,,,5,,,,,,,,,,,,,,,,267000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,114,,,,,,6,,,3,,,,,,,,,,,,,356000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,85,,,,,,5,,,3,,,,,,,,,,,,,317000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,98,,,,,,5,,,3,,,,,,,,,,,,,342000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,125,,,,,,7,,,2,,,,,,,,,,,,,529000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,170,,,,,,7,,,5,,,,,,,,,,,,,899000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,111,,,,,,5,,,3,,,,,,,,,,,,,351000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,1,,,,1,,,,,,1,,,,,,,,1,,250,,,,,,7,,,2,,,,,,,,,,,,,560000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,123,,,,,,5,2,,3,,,,,,,,,,,,,61000
,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,1,,1,,1,,,,,,,,,,,,,,,1,,147,,,,,,5,,,3,,,,,,,,,,,,,595000
,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,1,,56,,,,,,4,1,,2,,,,,,,,,,,,,235000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,110,,,,1,,4,,,,,,,,,,,,,,,,299000
,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,53,,,,,,4,,,2,,,,,,,,,,,,,188000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,121,,,,,,6,1,,4,,,,,,,,,,,,,390000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,70,,,,,,5,,,3,,,,,,,,,,,,,280000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,128,,,,,,6,,,4,,,,,,,,,,,,,304000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,210,,,,,,7,,,,,,,,,,,,,,,,595000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,95,,,,,,5,,,4,,,,,,,,,,,,,310000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,55,,,,,,2,,,,,,,,,,,,,,,,235000
,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,1,1,,,,,,,,,1,1,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,140,,,,,,6,,,,,,,,,,,,,,,,479000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,132,,,,,,6,,,4,,,,,,,,,,,,,131000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,130,,,,,,6,,,,,,,,,,,,,,,,442000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,46,,,,,,3,,,2,,,,,,,,,,,,,145000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,200,,,,,,6,,,3,,,,,,,,,,,,,475000
,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,1,1,,,,1,,1,,,1,,,,,,,,,,,,,,1,,215,,,,,,8,,,,,,,,,,,,,,,,665000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,84,,,,,,4,,,2,,,,,,,,,,,,,238000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,132,,,,,,6,1,,,,,,,,,,,,,,,449000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,1,,79,,,,,,4,,,3,,,,,,,,,,,,,399000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,1,,,,,,,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,87,,,,,,5,,,3,,,,,,,,,,,,,329000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,82,,,,,,5,,,1,,,,,,,,,,,,,256000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,1,1,1,,,,,,,,,1,,1,1,1,,,,,1,,,,,,,,,,,,,,1,,200,,,,,,7,,,2,,,,,,,,,,,,,980000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,97,,,,,,5,,,3,,,,,,,,,,,,,292000
,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,1,,1,1,,,1,1,,,,,1,,,,,,,,,,,,,,1,,69,,,,1,,4,,,,,,,,,,,,,,,,259000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,82,,,,,,3,,,1,,,,,,,,,,,,,210000
,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,96,,,,,,6,,,3,,,,,,,,,,,,,315000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,93,,,,,,5,,,3,,,,,,,,,,,,,234000
,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,1,,,,,1,,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,242,,,,,,8,,,4,,,,,,,,,,,,,450000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,95,,,,,,6,,,4,,,,,,,,,,,,,248000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,73,,,,,,4,,,3,,,,,,,,,,,,,255000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,1,,200,,,,,,6,,,,,,,,,,,,,,,,450000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,1,0,89,23421,488599,1,,,4,2,,3,,,,,,,,,,,,,635000
,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,115,,,,,,7,,,3,,,,,,,,,,,,,300000
,,,,,1,,,1,,,,,,,,,,,,,,,,,,1,,1,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,92,,,,,,5,2,,3,,,,,,,,,,,,,298000
,,,,1,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,50,,,,,,3,,,2,,,,,,,,,,,,,210000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,132,,,,,,6,,,1,,,,,,,,,,,,,398000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,1,,92,,,,2,,5,,,,,,,,,,,,,,,,288000
,,,1,,1,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,1,,116,,,,,,5,,,2,,,,,,,,,,,,,542000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,105,,,,,,6,,,4,,,,,,,,,,,,,282000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,98,,,,,,5,,,3,,,,,,,,,,,,,283000
,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,1,1,,1,,1,1,,,,,,,,,,,,,,1,,140,,,,,,6,,,3,,,,,,,,,,,,,399000
,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,,,,1,,,1,,,1,1,,1,,,1,,,,,,,,,,,,,,1,,90,,,,,,5,,,2,,,,,,,,,,,,,340000
