haussmann,ascenseur,orientation_sud,WC_separes,salon,cuisine,metro_proche,refait_recemment,mezzanine,calme,digicode,videophone,chauffage_electrique,chauffage_individuel,ecoles_proches,commerces_proches,sur_cour,vue_toits,porte_blindee,poutres_apparentes,parquet,baignoire,cuisine_moderne,cuisine_americaine,cuisine_equipee,sans_vis_a_vis,balcon,cinemas_proches,cheminee,prevoir_travaux,parking,cave,rangements,immeuble_pierre,gardien,dressing,lumineux,moulures,double_vitrage,ravalements_recents,buanderie,chauffage_gaz,parking_public_proche,debarras,jardin,maison,appartement,entree,plan_etoile,traversant,terrasse,piscine,terrains_sport_proches,meuble,etat_general,etat_copropriete,studio,surface,coordonnee_x,coordonnee_y,arrondissement,etage,nombre_etages,nombre_pieces,nombre_salles_de_bains,nombre_WC,nombre_chambres,date_refection,charges,nombre_fenetres,surface_balcon,date_construction,hauteur_plafond,taxe_fonciere,date_ravalement,honoraires,terrasse_surface,piscine_taille,classification_energie,prix
,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,1,,,,1,,,,88,23615,488640,3,3,,4,,,3,,,,,,,,,,,,,898000
,,,,,1,,,,1,,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,1,22,23615,488640,3,3,,,,,1,,,,,,,,,,,,,220000
,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,140,23615,488640,3,2,,6,,,4,,,,,,,,,,,,,1350000
,,,,,,,,,,,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,50,23615,488640,3,,,,,,,,,,,,,,,,,,,650000
,1,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,1,,,,,,1,,,,127,23615,488640,3,1,,5,2,,3,,,,,,,,,,,,,1200000
1,1,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,1,,,,,,1,,,1,1,,,,,,1,,,,170,23615,488640,3,,,5,,,3,,,,,,,,,,,,,1700000
,,,,1,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,20,23615,488640,3,,,2,,,1,,,,,,,,,,,,,225000
,,,,1,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,32,23615,488640,3,2,,2,,,1,,,,,,,,,,,,,277000
,,,,1,1,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,1,19,23615,488640,3,,,,,,,,,,,,,,,,,,,184000
,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,1,,,,55,23615,488640,3,2,,2,,,1,,,,,,,,,,,,,630000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,39,23615,488640,3,,,2,,,1,,,,,,,,,,,,,460000
,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,116,23610,488663,3,5,,6,,,5,,,,,,,,,,,,,805000
,1,,,1,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,105,23615,488640,3,,,4,,,3,,,,,,,,,,,,,1128000
,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,180,23615,488640,3,,,6,,,3,,,,,,,,,,,,,1207000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,1,,,,,,,,,,1,,,,,,,1,,,,35,23615,488640,3,,,2,,,1,,,,,,,,,,,,,385000
,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,62,23615,488640,3,,,3,,,2,,,,,,,,,,,,,650000
,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,37,23615,488640,3,,,3,,,2,,,,,,,,,,,,,220000
,1,,,,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,,,57,23615,488640,3,,,2,,,1,,,,,,,,,,,,,735000
,1,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,1,,,,,,,,,,,,1,1,,,,,,1,,,,51,23615,488640,3,,,3,,,2,,,,,,,,,,,,,652000
,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,150,23615,488640,3,1,,5,,,3,,,,,,,,,,,,,1300000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,1,,,,,,,,,,,,1,1,,1,,,,,,,,107,23615,488640,3,,,4,,,2,,,,,,,,,,,,,935000
,,,,,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,1,60,23615,488640,3,2,,2,,,1,,,,,,,,,,,,,884000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,1,,,,,,,,,,1,1,1,,,,,1,,,,43,23615,488640,3,4,,2,,,1,,,,,,,,,,,,,480000
,1,,,,1,,,,,,,,,,,,,,,1,1,,,1,,,,1,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,104,23615,488640,3,3,,4,,,2,,,,,,3,,,,,,,1120000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,39,23615,488640,3,,,2,,,1,,,,,,,,,,,,,398000
,1,,,1,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,67,23615,488640,3,4,,3,,,2,,,,,,,,,,,,,779000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,176,23615,488640,3,,,5,,,2,,,,,,,,,,,,,1268000
,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,1,1,,,1,,,,,,,,,1,1,,1,,,,1,,,,107,23615,488640,3,,,4,,,2,,,,,,,,,,,,,935000
,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,19,23615,488640,3,2,,,,,,,,,,,,,,,,,,150000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,56,23615,488640,3,,,2,,,1,,,,,,,,,,,,,650000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,1,,,,,,,,,,,167,23615,488640,3,,,3,,,2,,,,,,,,,,,,,1550000
,,,,,1,,,,1,1,,1,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,1,,,,,,,1,,,,50,23615,488640,3,4,,2,,,1,,,,,,,,,,,,,488000
,,,,,1,,,,1,1,,,,,,1,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,76,23615,488640,3,3,,3,,,2,,,,,,,,,,,,,860000
,,,,,1,,,,,1,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,,98,23615,488640,3,3,,4,,,2,,,,,,,,,,,,,1120000
,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,14,23615,488640,3,,,,,,,,,,,,,,,,,,,166000
,,,,,1,,,,1,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,23,23615,488640,3,,,,,,,,,,,,,,,,,,,262000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,177,23615,488640,3,,,6,,,3,,,,,,,,,,,,,1223000
,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,1,,,,61,23615,488640,3,,,3,,,2,,,,,,,,,,,,,650000
,1,,,,1,,,,1,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,59,23615,488640,3,,,2,,,1,,,,,,,,,,,,,740000
,,,,,1,,,,1,,,1,,,,1,,,,1,,,,,,,,1,,,,,,,1,1,1,,,,,,,,,1,,,,,,,1,,,,45,23615,488640,3,,,2,,,1,,,,,,,,,,,,,672000
,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,,,1,,,,57,23615,488640,3,,,2,,,1,,,,,,,,,,,,,650000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,45,23615,488640,3,,,3,,,1,,,,,,,,,,,,,510000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,55,23615,488640,3,,,2,,,1,,,,,,,,,,,,,550000
,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,1,,,,,,,94,23615,488640,3,,,3,,,1,,,,,,,,,,,,,1250000
,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,1,,,,1,,1,,,,,,,,,1,,,,,,,,,,,100,23615,488640,3,,,4,,,2,,,,,,3,,,,,,,1120000
,1,,,,1,,,,1,,,,,,,,,,,1,,,,,,,,1,,,1,1,1,,,,1,,,,,,,,,1,,,,,,,1,1,,,95,23610,488663,3,1,,3,,,2,,,,,,,,,,,,,815000
,1,,,,1,,,,,1,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,1,,1,,,,1,,,,77,23615,488640,3,2,,3,,,2,,,2,,,,,,,,,,859000
,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,50,23610,488663,3,,,2,,,1,,,,,,,,,,,,,437000
,1,,,,1,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,42,23615,488640,3,3,,2,,,1,,,,,,,,,,,,,385000
,,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,41,23615,488640,3,3,,2,,,1,,,,,,,,,,,,,413000
,,,,,1,,,,1,1,,,,,,,,,,1,,,,,,,,1,1,,,,,1,1,,1,,,,,,,,,1,1,,1,,,,,,,,167,23615,488640,3,2,,4,,,3,,,,,,,,,,,,,1750000
,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,41,23615,488640,3,3,,2,,,1,,,,,,,,,,,,,414000
,1,,,,1,,,,,1,,,,,,,,,,1,,,,1,,1,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,140,23615,488640,3,,,5,,,3,,,,,,,,,,,,,1590000
,1,,,,1,,,1,1,,,,,,,,1,,1,,,,,1,,,,1,,,1,1,,,,1,,,,,,,,,,1,1,,1,,,,1,,,,53,23615,488640,3,,,2,,,1,,,,,,,,,,,,,535000
,,,,,,,,,1,,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,30,23615,488640,3,,,,,,,,,,,,,,,,,,,250000
,1,,,,1,,,,1,,,1,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,38,23615,488640,3,,,2,,,1,,,,,,,,,,,,,457000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,1,,,,,,,1,,,,95,23615,488640,3,1,,3,,,2,,,,,,,,,,,,,815000
,1,,,,1,,,1,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,23,23615,488640,3,,,,,,,,,,,,,,,,,,,283000
,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,1,,,,,,,,,,,,,,1,,,,,,,1,,,,74,23557,488562,4,4,,4,,,2,,,,,,,,,,,,,860000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,151,23557,488562,4,,,4,,,3,,,,,,,,,,,,,790000
,,,,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,31,23557,488562,4,,,2,,,1,,,,,,,,,,,,,441000
,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,23557,488562,4,,,,,,,,,,,,,,,,,,,265000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,25,23557,488562,4,,,,,,1,,,,,,,,,,,,,590000
,1,,,,1,,,,,1,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,,,,,,,,1,,1,1,,1,,,,1,,,,100,23557,488562,4,,,3,,,2,,,,,,,,,,,,,1050000
,,,,,1,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,8,23557,488562,4,,,,,,,,,,,,,,,,,,,110000
,,,,,,,,,,,,,,,,1,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,72,23514,488567,4,,,4,,,3,,,,,,,,,,,,,549000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,115,23557,488562,4,,,4,,,3,,,,,,,,,,,,,1575000
,1,,,1,1,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,53,23557,488562,4,4,,2,,,1,,,,,,,,,,,,,640000
,1,,,,1,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,54,23557,488562,4,1,,2,,,1,,,,,,,,,,,,,560000
,1,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,1,,1,,,1,,,,,,1,,,1,,,,1,,,,111,23557,488562,4,4,,4,,,3,,,,,,,,,,,,,1235000
,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,70,23557,488562,4,,,2,,,1,,,,,,,,,,,,,655000
,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,1,,,,,,,,,,150,23557,488562,4,3,,5,,,3,,,,,,,,,,,,,2950000
,,,,1,1,,,,1,,,,,,,,,,1,1,,,,1,,,,1,,1,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,160,23557,488562,4,2,,4,,,1,,,,,,,,,,,,,4100000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,23557,488562,4,5,,,,,2,,,,,,,,,,,,,1995000
,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,66,23557,488562,4,,,2,,,1,,,,,,,,,,,,,910000
,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,,1,,,,,,,131,23557,488562,4,,,4,,,3,,,,,,,,,,,,,1997000
,,,,,1,,,,,1,,1,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,52,23557,488562,4,,,2,,,1,,,,,,,,,,,,,871000
,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,59,23557,488562,4,,,2,,,1,,,,,,,,,,,,,590000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,151,23557,488562,4,,,4,,,2,,,,,,,,,,,,,1155000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,23557,488562,4,,,,,,,,,,,,,,,,,,,110000
,,,,,1,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,45,23557,488562,4,,,2,,,1,,,,,,,,,,,,,479000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,94,23557,488562,4,,,3,,,2,,,,,,,,,,,,,1050000
,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,75,23557,488562,4,,,2,,,1,,,,,,,,,,,,,920000
,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,5,23557,488562,4,,,,,,,,,,,,,,,,,,,81000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,23557,488562,4,,,,,,1,,,,,,,,,,,,,388000
,,,,,1,,,,1,1,,1,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,1,22,23557,488562,4,1,,,,,,,,,,,3,,,,,,,333000
,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,38,23557,488562,4,3,,2,,,,,,,,,,,,,,,,375000
,1,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,1,,,,31,23557,488562,4,,,2,,,1,,,,,,,,,,,,,465000
,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,1,,,1,38,23557,488562,4,,,2,,,1,,,,,,,,,,,,,375000
,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,17,23557,488562,4,,,,,,,,,,,,,,,,,,,257000
,,,,,1,,,,,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,71,23557,488562,4,,,2,,,1,,,,,,,,,,,,,670000
,1,,,,1,,,,,1,,,,,,1,,,,1,,,,,,,,1,,,1,,,,,,1,,,,,,,,,1,,,,,,,1,,,,72,23557,488562,4,2,,3,,,2,,,,,,,,,,,,,795000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,44,23557,488562,4,,,2,,,1,,,,,,,,,,,,,441000
,1,,,,1,,,,1,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,1,38,23557,488562,4,3,,,,,,,,3,,,,,,,,,,375000
,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,1,,,,,1,1,,,,,,,,,,,47,23557,488562,4,,,3,,,2,,,,,,,,,,,,,745000
,1,,,,1,,,,,1,,1,,,,1,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,1,,,,,,,1,,,,40,23557,488562,4,3,,2,,,1,,,,,,,,,,,,,610000
,,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,1,1,,,,1,,,,,,,72,23557,488562,4,,,3,,,1,,,,5,,,,,,,,,985000
,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,160,23557,488562,4,,,6,,,5,,,,,,,,,,,,,1970000
,,,,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,66,23557,488562,4,,,2,,,1,,,,,,,,,,,,,865000
,,,,1,1,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,38,23557,488562,4,3,,2,,,1,,,,,,,,,,,,,441000
,,,,1,1,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,49,23557,488562,4,1,,2,,,1,,,,,,,,,,,,,575000
,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,92,23557,488562,4,,,4,,,2,,,,,,,,,,,,,925000
,1,,,,1,,,,,1,,1,,,,1,,,1,,1,,,1,,,,1,,,1,,,,,,,,,,,,1,,,1,,,,,,,1,,,,65,23557,488562,4,4,,2,,,1,,,,,,,,,,,,,987000
,,,,1,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,40,23557,488562,4,,,2,,,1,,,,,,,,,,,,,500000
,,,,,1,,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,1,,1,,,,,,,,64,23557,488562,4,,,3,,,2,,,,,,,,,,,,,1195000
,1,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,180,23557,488562,4,5,,5,2,,3,,,,,,,,,,,,,2750000
,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,160,23557,488562,4,3,,4,,,3,,,,,,,,,,,,,1970000
1,1,,,,1,,,,,1,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,48,23557,488562,4,,,2,,,1,,,,,,,,,,,,,510000
,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,75,23557,488562,4,3,,3,,,2,,,,,,,,,,,,,900000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,64,23557,488562,4,4,,3,,,2,,,,,,,,,,,,,1195000
,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,24,23557,488562,4,,,,,,1,,,,,,,,,,,,,420000
,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,247,23557,488562,4,,,9,,,5,,,,,,,,,,,,,4896000
,,,,,1,,,,,,,1,,,,,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,1,,,,106,23557,488562,4,1,,4,,,3,,,,,,,,,,,,,1550000
,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,146,23557,488562,4,,,4,,,2,,,,,,,,,,,,,1155000
,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,1,,,,75,23557,488562,4,,,2,,,1,,,,,,,,,,,,,790000
,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,1,7,23557,488562,4,4,,,,,,,,,,,,,,,,,,99000
1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,1,,,,190,23557,488562,4,2,,6,,,3,,,,,,,,,,,,,2750000
,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,1,,,1,,,,1,,,,31,23557,488562,4,4,,3,,,2,,,,,,,,,,,,,635000
,,,,,1,,,,1,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,1,,,,59,23557,488562,4,3,,2,,,1,,,,,,,,,,,,,644000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,1,,,,83,23557,488562,4,,,3,,,2,,,,,,,,,,,,,790000
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,23557,488562,4,4,,,,,1,,,,,,,,,,,,,99000
,,,,,1,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,12,23557,488562,4,,,,,,,,,,,,,,,,,,,265000
,1,,,1,1,,,,1,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,1,1,,,,,,1,,,,54,23557,488562,4,1,,2,,,1,,,,,,,,,,,,,560000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,93,23557,488562,4,,,2,,,1,,,,,,,,,,,,,1350000
,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,1,1,,,,,,1,,,,150,23557,488562,4,,,5,2,,3,,,,,,,,,,,,,1890000
,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,,,108,23557,488562,4,,,3,,,2,,,,,,,,,,,,,998000
,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,,,1,,,,93,23557,488562,4,4,,2,,,1,,,,,,,,,,,,,1350000
,,,,,1,,,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,,,1,21,23557,488562,4,3,,,,,,,,,,,,,,,,,,274000
,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,90,23557,488562,4,2,,4,,,4,,,,,,,,,,,,,900000
,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,23557,488562,4,,,,,,,,,,,,,,,,,,,377000
,,,,,1,,,,1,1,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,,,35,23557,488562,4,4,,2,,,1,,,,,,,,,,,,,384000
,1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,,,1,1,,1,,,,1,,,,69,23557,488562,4,2,,3,,,2,,,,,,,,,,,,,740000
,,,,,1,,,,1,,,1,,,,,,,1,,,,,,,,,1,,,,,,,,1,,,,,,,,,,1,1,,,,,,1,,,,62,23557,488562,4,3,,3,,,2,,,,,,,,,,,,,769000
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,1,,,,71,23557,488562,4,,,3,,,2,,,,,,,,,,,,,980000
,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,1,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,253,23557,488562,4,1,,7,,,2,,,4,,,,,,,,,,7350000
,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,37,23514,488567,4,3,,2,,,1,,,4,,,,,,,,,,410000
,1,,,,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,48,23514,488567,4,5,,3,,,2,,,,,,,,,,,,,530000
,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,,1,1,,1,,,,,,,,250,23557,488562,4,,,7,,,4,,,,,,,,,,,,,5450000
