requete,formattage,lat,lng
"impasse+de+la+Defense,Paris,France","Impasse de la Defense, 75018 Paris, France",48.8852811,2.3271317
"passage+Depaquit,Paris,France","Passage Depaquit, 75018 Paris, France",48.8878058,2.3339248
"rue+Diard,Paris,France","Rue Diard, 75018 Paris, France",48.8910449,2.3414845
"rue+Drevet,Paris,France","Rue Drevet, 75018 Paris, France",48.8853622,2.3405692
"rue+Duc,Paris,France","Rue Duc, 75018 Paris, France",48.8920748,2.3430372
"impasse+Dupuy,Paris,France","Impasse Dupuy, 75018 Paris, France",48.8883569,2.361311
"voie+G/17,Paris,France","17 Voie Georges Pompidou, 75004 Paris, France",48.8542148,2.3548844
"rue+Galvani,Paris,France","Rue Galvani, 75017 Paris, France",48.8839686,2.2908741
"rue+Gauthey,Paris,France","Rue Gauthey, 75017 Paris, France",48.8921911,2.3208682
"rue+Gervex,Paris,France","Rue Gervex, 75017 Paris, France",48.8881532,2.2982762
"rue+d'Heliopolis,Paris,France","Rue d'Heliopolis, 75017 Paris, France",48.8850463,2.2938109
"villa+Jacquemont,Paris,France","Villa Jacquemont, 75017 Paris, France",48.8881177,2.3223415
"place+Saint-Jean,Paris,France","Place Saint-Jean, 75017 Paris, France",48.8889208,2.3249884
"square+Villaret+De+Joyeuse,Paris,France","Square Villaret de Joyeuse, 75017 Paris, France",48.8769365,2.289961
"voie+K/17,Paris,France","17 Voie Georges Pompidou, 75004 Paris, France",48.8542146,2.3548842
"rue+Jacques+Kellner,Paris,France","Rue Jacques Kellner, 75017 Paris, France",48.8960947,2.3259355
"rue+Lapeyrere,Paris,France","Rue Lapeyrere, 75018 Paris, France",48.8920748,2.3430372
"villa+Leandre,Paris,France","Villa Leandre, 75018 Paris, France",48.8883904,2.3350559
"rue+Leon,Paris,France","Rue Leon, 75018 Paris, France",48.8887138,2.353584
"passage+Lepic,Paris,France","Passage Lepic, 75018 Paris, France",48.8845959,2.3343301
"rue+de+la+Louisiane,Paris,France","Rue de la Louisiane, 75018 Paris, France",48.89129759999999,2.3622958
"passage+du+Champ+a+Loup,Paris,France","Passage du Champ A Loup, 75018 Paris, France",48.8966524,2.3313446
"rue+Saint-Luc,Paris,France","Rue Saint-Luc, 75018 Paris, France",48.8860274,2.3544426
