requete,formattage,lat,lng
"Place+des+Martyrs+de+la+Resistance+de+la+Porte+de+Sevres,Paris,France","Place des Martyrs de la Resistance de la Porte de Sevres, 75015 Paris, France",48.833456,2.2768879
"esplanade+Max+Guedj,Paris,France","Esplanade Max Guedj, 75015 Paris, France",48.8410218,2.2788237
"esplanade+Joseph+Wresinski,Paris,France","Paris, France",48.856614,2.3522219
"rue+Rene+Ravaud,Paris,France","Rue Rene Ravaud, 75015 Paris, France",48.8365841,2.2701422
"square+Eugene+Hatton,Paris,France","Square Eugene Hatton, 75012 Paris, France",48.841591,2.386219
"place+Jacques+Debu-Bridel,Paris,France","Paris, France",48.856614,2.3522219
"place+Jacques+Demy,Paris,France","Place Jacques Demy, 75014 Paris, France",48.8318034,2.3270892
"villa+Saint-Fargeau,Paris,France","Villa Saint-Fargeau, 75020 Paris, France",48.8718467,2.4014896
"rue+de+Buenos+Aires,Paris,France","Rue de Buenos Ayres, 75007 Paris, France",48.8572319,2.2924108
"cour+du+Marche+Saint-Antoine,Paris,France","Cour du Marche Saint-Antoine, 75012 Paris, France",48.8481776,2.3753866
"voie+BT/14,Paris,France","Paris, 14380, France",48.943447,-1.055286
"voie+BU/14,Paris,France","14 Voie 24, 75015 Paris, France",48.83815999999999,2.3146438
"voie+BV/14,Paris,France","14 Voie 24, 75015 Paris, France",48.83815999999999,2.3146438
"rue+Henri+Nogueres,Paris,France","Rue Henri Nogueres, 75019 Paris, France",48.88456859999999,2.374671
"rue+des+Grands+Moulins,Paris,France","Rue des Grands Moulins, 75013 Paris, France",48.8278409,2.3772595
"place+Hannah+Arendt,Paris,France","Paris, France",48.856614,2.3522219
"rue+Primo+Levi,Paris,France","Rue Primo Levi, 75013 Paris, France",48.8308122,2.3792206
"voie+CV/15,Paris,France","15 Avenue la Voie Lactee, 92100 Boulogne-Billancourt, France",48.83327730000001,2.260195
"allee+de+la+Garance,Paris,France","Allee de la Garance, 75019 Paris, France",48.8888329,2.3896926
"place+d'Andorre,Paris,France","Place d'Andorre, 75016 Paris, France",48.8564523,2.2747064
"voie+A/1,Paris,France","1B Voie Communale a 12, 75012 Paris, France",48.8446657,2.3901748
"place+Benjamin+Fondane,Paris,France","Paris, France",48.856614,2.3522219
"place+Louise+Blanquart,Paris,France","Paris, France",48.856614,2.3522219
"esplanade+des+Villes+Compagnons+de+la+Liberation,Paris,France","Paris, France",48.856614,2.3522219
"place+Augusta+Holmes,Paris,France","Place Augusta Holmes, 75013 Paris, France",48.8392378,2.3710441
"place+Robert+Antelme,Paris,France","Paris, France",48.856614,2.3522219
"place+Michel+Debre,Paris,France","Place Michel Debre, 75006 Paris, France",48.8522763,2.3300297
"place+des+Droits+de+l'Enfant,Paris,France","Place des Droits de l'Enfant, 75014 Paris, France",48.8277272,2.3323243
"promenade+Jean+Vigo,Paris,France","Paris, France",48.856614,2.3522219
"place+Andre+Breton,Paris,France","Allee Andre Breton, 75001 Paris, France",48.8630275,2.3459113
"place+Pierre+Laroque,Paris,France","Avenue Louis Pierre Laroque, 93150 Le Blanc-Mesnil, France",48.9229017,2.4724424
"rue+Jeanne+Chauvin,Paris,France","Rue Jeanne Chauvin, 75013 Paris, France",48.827542,2.3782992
"place+Elisabeth+Dmitrieff,Paris,France","Place Elisabeth Dmitrieff, 75003 Paris, France",48.8666937,2.3616226
"place+Jean+Marais,Paris,France","Place Jean Laupretre, 75012 Paris, France",48.84673799999999,2.3871937
"place+Jean+Delay,Paris,France","Place Jean Delay, 75013 Paris, France",48.8231737,2.3543528
"voie+FK/13,Paris,France","La Voie Des Livres, 93 Rue de la Reunion, 75020 Paris, France",48.8565401,2.4001226
"passage+Marcel+Landowski,Paris,France","Marcel Landowski, 75019 Paris, France",48.8872922,2.3712794
"rue+des+Tournelles,Paris,France","Rue des Tournelles, Paris, France",48.8559411,2.3673075
"rue+Bassompierre,Paris,France","Rue Bassompierre, 75004 Paris, France",48.8509697,2.3668761
"voie+AR/16,Paris,France","Paris, France",48.856614,2.3522219
"rue+de+l'Arioste,Paris,France","Rue de l'Arioste, 75016 Paris, France",48.8413852,2.2549343
"rue+de+l'Assomption,Paris,France","Rue de l'Assomption, 75016 Paris, France",48.8543864,2.2702932
"voie+AT/16,Paris,France","Voie de la Liberte, 72530 Yvre-l'Eveque, France",48.00933690000001,0.3066994
"rue+d'Auteuil,Paris,France","Rue d'Auteuil, 75016 Paris, France",48.8479543,2.2645079
"villa+de+Beausejour,Paris,France","Villa de Beausejour, 75016 Paris, France",48.8575059,2.271985
"route+de+la+Vierge+aux+Berceaux,Paris,France","Route de la Vierge aux Berceaux, 75016 Paris, France",48.8604206,2.245961
"avenue+Emile+Bergerat,Paris,France","Avenue Emile Bergerat, 75016 Paris, France",48.8524302,2.2715684
"rue+Berlioz,Paris,France","Rue Berlioz, 75116 Paris, France",48.8752717,2.2830355
"rue+Berton,Paris,France","Rue Berton, 75016 Paris, France",48.8549478,2.2805829
"voie+BH/16,Paris,France","Paris, France",48.856614,2.3522219
"voie+BI/16,Paris,France","Paris, France",48.856614,2.3522219
"rue+Georges+Bizet,Paris,France","Rue Georges Bizet, 75116 Paris, France",48.86721499999999,2.2979512
"voie+BL/16,Paris,France","16 Avenue la Voie Lactee, 92100 Boulogne-Billancourt, France",48.833377,2.260187600000001
"voie+BO/16,Paris,France","Paris, France",48.856614,2.3522219
"villa+Boileau,Paris,France","Villa Boileau, 75016 Paris, France",48.845417,2.2635994
"rue+Boissiere,Paris,France","Rue Boissiere, 75116 Paris, France",48.866903,2.2897224
"rue+Jean+Bologne,Paris,France","Rue Jean Bologne, 75016 Paris, France",48.85705979999999,2.2801485
"villa+Patrice+Boudard,Paris,France","Villa Patrice Boudard, 75016 Paris, France",48.8513642,2.272889
"hameau+de+Boulainvilliers,Paris,France","Boulainvilliers, 75016 Paris, France",48.856454,2.275152
"square+de+la+Bresse,Paris,France","Square de la Bresse, 75016 Paris, France",48.8373855,2.2625346
"rue+Alfred+Bruneau,Paris,France","Rue Alfred Bruneau, 75016 Paris, France",48.8557296,2.2771786
"avenue+Dode+de+la+Brunerie,Paris,France","Avenue Dode de la Brunerie, 75016 Paris, France",48.8365991,2.2564822
"voie+BX/16,Paris,France","Paris, France",48.856614,2.3522219
"voie+C/16,Paris,France","16 Avenue la Voie Lactee, 92100 Boulogne-Billancourt, France",48.8333772,2.260187600000001
"voie+CA/16,Paris,France","Paris, France",48.856614,2.3522219
"place+Maria+Callas,Paris,France","Allee Maria Callas, 75016 Paris, France",48.8636906,2.2821014
"square+de+Chaillot,Paris,France","Square de Chaillot, 75116 Paris, France",48.868125,2.297175
"rue+Chalgrin,Paris,France","Rue Chalgrin, 75116 Paris, France",48.8744416,2.2893983
"place+du+Pere+Marcellin+Champagnat,Paris,France","Paris, France",48.856614,2.3522219
"avenue+du+General+Clavery,Paris,France","Avenue du General Clavery, 75016 Paris, France",48.8361386,2.2599759
"avenue+de+la+Porte+de+Saint-Cloud,Paris,France","Avenue de la Porte de Saint-Cloud, Paris, France",48.83862999999999,2.254644
"rue+de+l'Amiral+Cloue,Paris,France","Rue de l'Amiral Cloue, 75016 Paris, France",48.8471312,2.27444
"impasse+Corneille,Paris,France","Impasse Corneille, 75016 Paris, France",48.8447343,2.262643
"avenue+de+la+Porte+d'Auteuil,Paris,France","Avenue de la Porte d'Auteuil, 75016 Paris, France",48.8479962,2.2506058
"voie+D/16,Paris,France","16 Voie Georges Pompidou, 75004 Paris, France",48.8542062,2.3548685
"rue+Dangeau,Paris,France","Rue Dangeau, 75016 Paris, France",48.8526563,2.2689336
"rue+Davioud,Paris,France","Rue Davioud, 75016 Paris, France",48.8554626,2.2709987
"port+Debilly,Paris,France","Port Debilly, Paris, France",48.8604079,2.2914804
"rue+Eugene+Delacroix,Paris,France","Rue Eugene Delacroix, 75116 Paris, France",48.8628074,2.2779228
"rue+Leo+Delibes,Paris,France","Rue Leo Delibes, 75116 Paris, France",48.86676809999999,2.2885904
"allee+Saint-Denis,Paris,France","Allee Saint-Denis, Paris, France",48.8696503,2.2641821
"rue+du+Lieutenant-Colonel+Deport,Paris,France","Rue du Lieutenant-Colonel Deport, 75016 Paris, France",48.83899299999999,2.2556938
"avenue+Marcel+Doret,Paris,France","Avenue Marcel Doret, 75016 Paris, France",48.836685,2.2595384
"rue+Duban,Paris,France","Rue Duban, 75016 Paris, France",48.8569346,2.277717
"villa+Dufresne,Paris,France","Villa Dufresne, 75016 Paris, France",48.8379601,2.26215
"avenue+Erlanger,Paris,France","Avenue Erlanger, 75016 Paris, France",48.8474456,2.2623381
"route+de+l'Etoile,Paris,France","Route de l'Etoile, 75116 Paris, France",48.8736538,2.2653011
"boulevard+Exelmans,Paris,France","Boulevard Exelmans, 75016 Paris, France",48.8424022,2.261796
"impasse+des+Belles+Feuilles,Paris,France","Impasse des Belles Feuilles, 75116 Paris, France",48.86871379999999,2.2805086
"rue+Octave+Feuillet,Paris,France","Rue Octave Feuillet, 75116 Paris, France",48.861663,2.2718822
"boulevard+Flandrin,Paris,France","Boulevard Flandrin, 75116 Paris, France",48.8679511,2.2736822
"square+de+l'Avenue+Foch,Paris,France","Square de l'Avenue Foch, 75116 Paris, France",48.873213,2.2784633
"rue+Edouard+Fournier,Paris,France","Rue Edouard Fournier, 75116 Paris, France",48.8621882,2.2717666
"rue+Benjamin+Franklin,Paris,France","Rue Benjamin Franklin, 75116 Paris, France",48.8604309,2.2859183
"rue+Freycinet,Paris,France","Rue Freycinet, 75116 Paris, France",48.8661147,2.2973713
"avenue+du+Mahatma+Gandhi,Paris,France","Avenue du Mahatma Gandhi, 75116 Paris, France",48.87588479999999,2.2624874
"rue+Francois+Gerard,Paris,France","Rue Francois Gerard, 75016 Paris, France",48.8488994,2.2711271
"rue+Girodet,Paris,France","Rue Girodet, 75016 Paris, France",48.8484293,2.2639992
"villa+Herran,Paris,France","Villa Herran, 75116 Paris, France",48.8646624,2.2773454
"place+Victor+Hugo,Paris,France","Place Victor Hugo, 75116 Paris, France",48.8697666,2.2850871
"villa+Victor+Hugo,Paris,France","Villa Victor Hugo, 75116 Paris, France",48.8680065,2.2790612
"villa+Jocelyn,Paris,France","Villa Jocelyn, 75116 Paris, France",48.8652283,2.2760997
"rue+Guy+Moquet,Paris,France","Rue Guy Moquet, 75017 Paris, France",48.892128,2.3232896
"rue+Alphonse+De+Neuville,Paris,France","Rue Alphonse de Neuville, 75017 Paris, France",48.88601329999999,2.3023006
"rue+Petiet,Paris,France","Rue Petiet, 75017 Paris, France",48.8941281,2.3273404
"rue+Christine+De+Pisan,Paris,France","Rue Christine de Pisan, 75017 Paris, France",48.8900713,2.3080384
"avenue+de+la+Porte+Pouchet,Paris,France","Avenue de la Porte Pouchet, 75017 Paris, France",48.8980408,2.3232435
"rue+Claude+Pouillet,Paris,France","Rue Claude Pouillet, 75017 Paris, France",48.8838055,2.3151239
"rue+Puteaux,Paris,France","Rue Puteaux, 75017 Paris, France",48.88319329999999,2.3217847
"square+du+Rhone,Paris,France","Square du Rhone, 75017 Paris, France",48.8888899,2.300533
"rue+Alfred+Roll,Paris,France","Rue Alfred Roll, 75017 Paris, France",48.8876399,2.3002403
"passage+Roux,Paris,France","Passage Roux, 75017 Paris, France",48.8813562,2.2976795
"rue+Herault+De+Sechelles,Paris,France","Rue Herault de Sechelles, 75017 Paris, France",48.9005911,2.3204803
"rue+Deodat+De+Severac,Paris,France","Rue Deodat de Severac, 75017 Paris, France",48.88603579999999,2.3104901
"boulevard+de+la+Somme,Paris,France","Boulevard de la Somme, 75017 Paris, France",48.88760730000001,2.2919792
"villa+de+la+Terrasse,Paris,France","Villa de la Terrasse, 75017 Paris, France",48.8826566,2.3143469
"rue+Aumont-Thieville,Paris,France","Rue Aumont-Thieville, 75017 Paris, France",48.88333739999999,2.2893074
"square+Fernand+de+la+Tombelle,Paris,France","Square Fernand de la Tombelle, 75017 Paris, France",48.884837,2.3133047
"rue+Abel+Truchet,Paris,France","Rue Abel Truchet, 75017 Paris, France",48.8833031,2.3240102
"rue+Truffaut,Paris,France","Rue Truffaut, 75017 Paris, France",48.8867367,2.3200594
"boulevard+du+Fort+de+Vaux,Paris,France","Boulevard du Fort de Vaux, 75017 Paris, France",48.8926722,2.3030167
"allee+Valentin+Abeille,Paris,France","Allee Valentin Abeille, 75018 Paris, France",48.90162280000001,2.3624594
"voie+AC/18,Paris,France","Paris, France",48.856614,2.3522219
"passage+Charles+Albert,Paris,France","Passage Charles Albert, 75018 Paris, France",48.89661890000001,2.3317133
"rue+Androuet,Paris,France","Rue Androuet, 75018 Paris, France",48.8858007,2.3385213
"rue+Andre+Antoine,Paris,France","Rue Andre Antoine, 75018 Paris, France",48.88348930000001,2.337779
"voie+AV/18,Paris,France","18 Avenue la Voie Lactee, 92100 Boulogne-Billancourt, France",48.833382,2.2601481
"voie+AZ/18,Paris,France","Paris, France",48.856614,2.3522219
"voie+FL/20,Paris,France","La Voie Des Livres, 93 Rue de la Reunion, 75020 Paris, France",48.8565401,2.4001226
"rue+Emile+Bertin,Paris,France","Rue Emile Bertin, 75018 Paris, France",48.8990094,2.3655931
"voie+BO/18,Paris,France","Paris, France",48.856614,2.3522219
"rue+Bonnet,Paris,France","Rue Bonnet, 75018 Paris, France",48.897229,2.3347394
"impasse+de+la+Grosse+Bouteille,Paris,France","Impasse de la Grosse Bouteille, 75018 Paris, France",48.8949901,2.3396596
"voie+BQ/18,Paris,France","Paris, France",48.856614,2.3522219
"rue+Briquet,Paris,France","Rue Briquet, 75018 Paris, France",48.8833444,2.3442126
"rue+Michelet,Paris,France","Rue Michelet, Paris, France",48.842547,2.336366
"place+Henri+Mondor,Paris,France","Place Henri Mondor, 75006 Paris, France",48.8522275,2.3392877
"rue+Palatine,Paris,France","Rue Palatine, 75006 Paris, France",48.8506881,2.3348545
"rue+Bernard+Palissy,Paris,France","Rue Bernard Palissy, 75006 Paris, France",48.8531822,2.331953
"rue+Saint-Placide,Paris,France","Rue Saint-Placide, 75006 Paris, France",48.8490005,2.3254275
"rue+Racine,Paris,France","Rue Racine, Paris, France",48.8501876,2.3415885
"rue+de+Savoie,Paris,France","Rue de Savoie, 75006 Paris, France",48.8543066,2.3414346
"rue+de+Seine,Paris,France","Rue de Seine, 75006 Paris, France",48.8545129,2.3368743
"rue+Serpente,Paris,France","Rue Serpente, 75006 Paris, France",48.8523115,2.342057
"rue+Saint-Sulpice,Paris,France","Rue Saint-Sulpice, 75006 Paris, France",48.8513167,2.3357003
"rue+Gregoire+de+Tours,Paris,France","Rue Gregoire de Tours, 75006 Paris, France",48.8527355,2.3377487
"rue+des+Saints-Peres,Paris,France","Rue des Saints-Peres, Paris, France",48.85511,2.3307604
"rue+de+Sevres,Paris,France","Rue de Sevres, Paris, France",48.8485069,2.3206988
"rue+de+Bellechasse,Paris,France","Rue de Bellechasse, 75007 Paris, France",48.8574013,2.3220317
"avenue+Bosquet,Paris,France","Avenue Bosquet, 75007 Paris, France",48.8583026,2.303584
"allee+Leon+Bourgeois,Paris,France","Rue Leon Bourgeois, 92700 Colombes, France",48.9150114,2.2440881
"avenue+Joseph+Bouvard,Paris,France","Avenue Joseph Bouvard, Paris, France",48.85645479999999,2.2981765
"rue+du+Pre+Aux+Clercs,Paris,France","Rue du Pre aux Clercs, 75007 Paris, France",48.8561482,2.3300798
"rue+Saint-Thomas+D'Aquin,Paris,France","Rue Saint-Thomas d'Aquin, 75007 Paris, France",48.8558464,2.3270218
"allee+Paul+Deschanel,Paris,France","Paris, France",48.856614,2.3522219
"rue+Saint-Dominique,Paris,France","Rue Saint-Dominique, 75007 Paris, France",48.8599462,2.3122467
"avenue+Gustave+Eiffel,Paris,France","Avenue Gustave Eiffel, 75007 Paris, France",48.8578054,2.2951931
"rue+d'Estrees,Paris,France","Rue d'Estrees, 75007 Paris, France",48.8514468,2.3105855
"avenue+Octave+Greard,Paris,France","Avenue Octave Greard, 75007 Paris, France",48.8566797,2.2935503
"rue+de+Gribeauval,Paris,France","Rue de Gribeauval, 75007 Paris, France",48.8560457,2.3274708
"allee+Adrienne+Lecouvreur,Paris,France","Allee Adrienne Lecouvreur, 75007 Paris, France",48.8560193,2.3003555
"avenue+Daniel+Lesueur,Paris,France","Avenue Daniel Lesueur, 75007 Paris, France",48.847791,2.317734
"rue+Marinoni,Paris,France","Rue Marinoni, 75007 Paris, France",48.8563666,2.300872
"rue+de+Monttessuy,Paris,France","Rue de Monttessuy, 75007 Paris, France",48.859542,2.2991834
"rue+de+Narbonne,Paris,France","Rue de Narbonne, 75007 Paris, France",48.853095,2.3249902
"rue+d'Olivet,Paris,France","Rue d'Olivet, 75007 Paris, France",48.8495941,2.3194694
"avenue+Robert+Schuman,Paris,France","Avenue Robert Schuman, 75007 Paris, France",48.8617207,2.3079223
"rue+Sedillot,Paris,France","Rue Sedillot, 75007 Paris, France",48.8593141,2.3013704
"rue+Maurice+de+La+Sizeranne,Paris,France","Rue Maurice de la Sizeranne, Paris, France",48.84706509999999,2.3149955
"allee+Thomy-Thierry,Paris,France","Allee Thomy-Thierry, 75007 Paris, France",48.8547666,2.2975733
"rue+Valadon,Paris,France","Rue Valadon, 75007 Paris, France",48.8569645,2.3056206
"impasse+de+Valmy,Paris,France","Impasse de Valmy, 75007 Paris, France",48.8571019,2.3268082
"cite+Vaneau,Paris,France","Cite Vaneau, 75007 Paris, France",48.85431,2.3190004
"rue+de+Villersexel,Paris,France","Rue de Villersexel, 75007 Paris, France",48.85880969999999,2.3248426
"pont+d'Iena,Paris,France","Pont d'Iena, Paris, France",48.859466,2.2926331
"voie+A/8,Paris,France","8 Voie Communale Viaduc de la Villette, 75019 Paris, France",48.88764,2.3811598
"rue+d'Aguesseau,Paris,France","Rue d'Aguesseau, 75008 Paris, France",48.87014550000001,2.3193734
"cours+Albert+Ier,Paris,France","Cours Albert 1er, Paris, France",48.8648713,2.3079437
"avenue+Bertie+Albrecht,Paris,France","Avenue Bertie Albrecht, 75008 Paris, France",48.8756461,2.3012199
"impasse+d'Antin,Paris,France","Impasse d'Antin, 75008 Paris, France",48.8671833,2.309433
"rue+d'Argenson,Paris,France","Rue d'Argenson, 75008 Paris, France",48.8747191,2.3169099
"rue+d'Artois,Paris,France","Rue d'Artois, 75008 Paris, France",48.873328,2.3071234
"rue+Balzac,Paris,France","Rue Balzac, 75008 Paris, France",48.8744299,2.3013507
"rue+Beaujon,Paris,France","Rue Beaujon, Paris, France",48.8751876,2.2986621
"rue+Bernoulli,Paris,France","Rue Bernoulli, 75008 Paris, France",48.8805409,2.3193348
"rue+Berryer,Paris,France","Rue Berryer, 75008 Paris, France",48.87526159999999,2.3039349
"impasse+du+Docteur+Jacques+Bertillon,Paris,France","Impasse du Dr Jacques Bertillon, 75008 Paris, France",48.8673856,2.3002548
"galerie+Elysees-La+Boetie,Paris,France","Galerie Elysees-la Boetie, 75008 Paris, France",48.87037489999999,2.3063977
"place+du+Canada,Paris,France","Place du Canada, 75008 Paris, France",48.864759,2.3103328
"rue+de+Cerisoles,Paris,France","Rue de Cerisoles, 75008 Paris, France",48.8686697,2.3027025
"rue+Chateaubriand,Paris,France","Rue Chateaubriand, 75008 Paris, France",48.8735223,2.3009404
"avenue+Winston+Churchill,Paris,France","Avenue Winston Churchill, 75008 Paris, France",48.86589499999999,2.3138045
"rue+Clapeyron,Paris,France","Rue Clapeyron, 75008 Paris, France",48.8817523,2.3239641
"rue+de+Copenhague,Paris,France","Rue de Copenhague, 75008 Paris, France",48.8803134,2.3206435
"rue+Corvetto,Paris,France","Rue Corvetto, 75008 Paris, France",48.8773861,2.3148961
"avenue+du+General+Eisenhower,Paris,France","Avenue du General Eisenhower, 75008 Paris, France",48.8670039,2.3117623
"avenue+des+Champs+Elysees,Paris,France","Av. des Champs-Elysees, 75008 Paris, France",48.8695862,2.3082718
"rue+Robert+Estienne,Paris,France","Rue Robert Estienne, 75008 Paris, France",48.8689289,2.3047712
"rue+de+Florence,Paris,France","Rue de Florence, 75008 Paris, France",48.8821937,2.3254657
"rue+du+General+Foy,Paris,France","Rue du General Foy, 75008 Paris, France",48.8786223,2.3176905
"voie+G/8,Paris,France","8 Voie Communale Viaduc de la Villette, 75019 Paris, France",48.88764,2.3811598
"avenue+George+V,Paris,France","Avenue George V, 75008 Paris, France",48.8683296,2.3009861
"rue+Jean+Goujon,Paris,France","Rue Jean Goujon, 75008 Paris, France",48.8661349,2.3075792
"place+Chassaigne-Goyon,Paris,France","Paris, France",48.856614,2.3522219
"place+du+Guatemala,Paris,France","Place du Guatemala, 75008 Paris, France",48.87630739999999,2.3181002
"voie+J/8,Paris,France","8 Voie Communale Viaduc de la Villette, 75019 Paris, France",48.88764,2.3811598
"rue+Larribe,Paris,France","Rue Larribe, 75008 Paris, France",48.8805381,2.3178529
"rue+Maleville,Paris,France","Rue Maleville, 75008 Paris, France",48.8773624,2.3141095
"passage+Marignan,Paris,France","Passage Marignan, 75008 Paris, France",48.8695264,2.3067162
"rue+Jean+Mermoz,Paris,France","Rue Jean Mermoz, 75008 Paris, France",48.8714377,2.3119842
"rue+de+Moscou,Paris,France","Rue de Moscou, 75008 Paris, France",48.8808646,2.3243089
"rue+Murillo,Paris,France","Rue Murillo, 75008 Paris, France",48.87786639999999,2.3083076
"villa+Nouvelle,Paris,France","Villa Nouvelle, 75008 Paris, France",48.8765496,2.2976237
"rue+Pelouze,Paris,France","Rue Pelouze, 75008 Paris, France",48.8810869,2.3182785
"rue+de+Penthievre,Paris,France","Rue de Penthievre, 75008 Paris, France",48.8727362,2.3153777
"rue+de+la+Pepiniere,Paris,France","Rue de la Pepiniere, 75008 Paris, France",48.8750325,2.3216917
"passage+Puteaux,Paris,France","Passage Puteaux, 75008 Paris, France",48.8729653,2.3241589
"rue+de+la+Renaissance,Paris,France","Rue de la Renaissance, 75008 Paris, France",48.8671262,2.303138
"rue+de+Surene,Paris,France","Rue de Surene, 75008 Paris, France",48.8709537,2.320727
"rue+Treilhard,Paris,France","Rue Treilhard, 75008 Paris, France",48.8770266,2.3141372
"avenue+de+Valois,Paris,France","Avenue de Valois, 75008 Paris, France",48.8803243,2.3124184
"rue+de+Vezelay,Paris,France","Rue de Vezelay, 75008 Paris, France",48.8777887,2.3148325
"rue+de+Vienne,Paris,France","Rue de Vienne, 75008 Paris, France",48.877526,2.3222045
"rue+d'Amsterdam,Paris,France","Rue d'Amsterdam, Paris, France",48.879543,2.3270241
"place+du+Havre,Paris,France","Place du Havre, Paris, France",48.8755727,2.3266794
"rue+Vignon,Paris,France","Rue Vignon, Paris, France",48.8716905,2.3263608
"rue+Galilee,Paris,France","Rue Galilee, Paris, France",48.8694564,2.2955645
"avenue+Pierre+Ier+de+Serbie,Paris,France","Avenue Pierre 1er de Serbie, Paris, France",48.8666571,2.2976692
"place+de+la+Republique+Dominicaine,Paris,France","Place de la Republique Dominicaine, 75017 Paris, France",48.8805884,2.3090689
"passage+du+Souvenir,Paris,France","Rue du Souvenir, 94250 Gentilly, France",48.8130596,2.3434476
"rue+de+Tilsitt,Paris,France","Rue de Tilsitt, Paris, France",48.8752541,2.2953952
"place+du+Onze+Novembre+1918,Paris,France","Place du 11 Novembre 1918, 92250 La Garenne-Colombes, France",48.9050539,2.237523
"rue+Alibert,Paris,France","Rue Alibert, 75010 Paris, France",48.8716489,2.3676727
"impasse+Sainte-Henriette,Paris,France","Impasse Sainte-Henriette, 75018 Paris, France",48.8967214,2.3433752
"rue+Hermel,Paris,France","Rue Hermel, 75018 Paris, France",48.8923994,2.3449912
"rue+Charles+Hermite,Paris,France","Rue Charles Hermite, 75018 Paris, France",48.89978010000001,2.3672944
"rue+Lambert,Paris,France","Rue Lambert, 75018 Paris, France",48.88874939999999,2.3456945
"passage+Lathuille,Paris,France","Passage Lathuille, 75018 Paris, France",48.884711,2.3273761
"rue+Jouvenet,Paris,France","Rue Jouvenet, 75016 Paris, France",48.8425896,2.2653761
"voie+L/16,Paris,France"y,Paris,France","Sentier de Rouvray, 75016 Paris, France",48.86657,2.235739
"rue+Francisque+Sarcey,Paris,France","Rue Francisque Sarcey, 75116 Paris, France",48.8596783,2.2820898
"rue+Scheffer,Paris,France","Rue Scheffer, 75116 Paris, France",48.8617005,2.2825036
"rue+de+la+Source,Paris,France","Rue de la Source, 75016 Paris, France",48.8508317,2.2671091
"place+du+General+Stefanik,Paris,France","Place du General Stefanik, 75016 Paris, France",48.8397795,2.2557336
"route+du+Point+Du+Jour+A+Suresnes,Paris,France","Route du Point du Jour a Bagatelle, 75016 Paris, France",48.852851,2.247683
"voie+T/16,Paris,France","16 Voie Georges Pompidou, 75004 Paris, France",48.8542062,2.3548685
"rue+Le+Tasse,Paris,France","Rue le Tasse, 75116 Paris, France",48.86016009999999,2.2867874
